,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,26.5179619527559,0.6795045750342198,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,8.831175628230437,0.8932666322185816,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,26.107755338582677,0.6844623219141439,0.009929656982421875,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,22.197673700787398,0.7317194708001975,0.009929656982421875,0,0.3645714895129502,0.37142158480443127,0.46768691799162765,0.20878029939859188,0.441421047370089,0.7104410853875651,0.405480461927848,0.25621537058165234,0.3625087133858906,0.4453892624336195,0.5026201155472564,0.3168187232318902,0.7319697350999186
4,boston,001 knn,003 feature importance selection,20.309176818897637,0.7545437968847633,0.2720201015472412,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,21.221334929133853,0.7435194767768691,0.2720201015472412,0,0.034379961788652276,0.0013234576033213233,0.005889729373981687,0.0012553220221152232,0.022968833129958677,0.40474676344459387,0.016569811119277144,0.05966099191533727,0.0036386737865459788,0.009529359152950282,0.0205762043275239,0.012465600010851742,0.40699529232489046
6,boston,001 knn,004 l1,21.161551496062994,0.7442420178538227,0.017742395401000977,0,False,False,False,False,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,21.291779149606295,0.7426680896899986,0.03581857681274414,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,21.549466582677162,0.7395536858184824,0.03581857681274414,0,1.0,0.4335766423357664,0.8832116788321168,0.0,0.28674351585014407,0.9942363112391931,0.952449567723343,0.920749279538905,0.6744525547445255,0.8832116788321168,0.8569343065693431,0.8804034582132565,0.9971181556195965
9,boston,001 knn,006 forward selection,21.2055748031496,0.7437099532653654,10.46684980392456,0,False,False,False,False,False,True,False,False,False,True,True,False,True
10,boston,001 knn,007 backward selection,21.232033763779523,0.7433901709289118,10.242991924285889,0,False,False,True,False,False,True,False,False,False,False,False,False,True
11,boston,001 knn,008 stepwise selection,21.269113448818896,0.7429420267828624,15.03898310661316,0,False,False,False,False,False,True,False,False,False,True,False,False,True
12,boston,001 knn,009 bayesian selection,21.199282519685035,0.7437860016459525,33.68131756782532,149,False,False,False,False,False,True,False,False,False,False,True,False,True
13,boston,001 knn,013 bayesian weighting,17.395100976377954,0.7897632446385074,85.6674075126648,467,0.14547232492126955,0.6866330164976129,0.45188525393428225,0.434445790456097,0.16607502958182008,0.04210690800879878,0.20152810039050456,0.8283380902450123,0.3559839414744665,0.07051015325679506,0.7622581530594952,0.0992001945428479,0.14910777445491752
