,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8333333333333334,0.8333333333333334,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8571428571428571,0.8571428571428571,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.8095238095238095,0.8095238095238095,0.15236449241638184,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8571428571428571,0.8571428571428571,0.15236449241638184,0,0.22731032314117472,0.175722329079113,0.023939290849136145,0.0024514737334387273,0.13642862905745282,0.2522553787359355,0.181892575403749
4,ecoli,001 knn,004 l1,0.8690476190476191,0.8690476190476191,0.011750221252441406,0,True,True,False,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.75,0.75,0.0457305908203125,0,False,False,True,True,True,True,True
6,ecoli,001 knn,012 relieff weighting,0.7857142857142857,0.7857142857142857,0.0457305908203125,0,0.0,0.046966731898238745,1.0,1.0,0.0821917808219178,0.050880626223091974,0.050880626223091974
7,ecoli,001 knn,006 forward selection,0.7857142857142857,0.7857142857142857,4.207194805145264,0,True,False,False,False,True,True,True
8,ecoli,001 knn,007 backward selection,0.7857142857142857,0.7857142857142857,1.5372262001037598,0,True,False,True,True,True,True,True
9,ecoli,001 knn,008 stepwise selection,0.7857142857142857,0.7857142857142857,2.4943957328796387,0,True,False,True,False,True,True,True
10,ecoli,001 knn,009 bayesian selection,0.7857142857142857,0.7857142857142857,30.1086528301239,1,True,False,False,False,True,True,True
11,ecoli,001 knn,013 bayesian weighting,0.8333333333333334,0.8333333333333334,75.78001141548157,0,0.0709483741633854,0.6071828230304562,0.31282309766277316,0.9091978333917508,0.27502274123351167,0.3968498902281753,0.14179129250298805
