,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,762363.5697859746,0.7814834059692775,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,394199.6917607725,0.8870103748061999,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,801556.3391646427,0.7702495658243942,0.015752315521240234,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,481484.5296625177,0.8619918846202541,0.015752315521240234,0,0.4009124318107725,0.5782615044793947,0.3042409059375052,0.0753187134685625,0.05755972078448532,0.04015919954939314,0.3060475896564231,0.6208675021242951,0.622850666093339,0.10184167716000905,0.22827362060895684
4,bike,001 knn,003 feature importance selection,669588.2162475544,0.8080756449857656,0.26334357261657715,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,678194.6824740269,0.8056087699133152,0.26334357261657715,0,0.06670382184470197,0.288391324322958,0.04387676214749041,0.004888088395598605,0.015490766997726224,0.003954749769225346,0.015013302999647784,0.3525650124408861,0.10844511920956798,0.06908674270199491,0.031584309170202614
6,bike,001 knn,004 l1,678194.6824740269,0.8056087699133152,0.006883144378662109,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1681251.051929434,0.5181022964130779,0.07241463661193848,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,935198.6948703029,0.7319436006072451,0.07241463661193848,0,0.4340632603406326,0.12360097323600971,0.2998537298878596,0.0,0.9722627737226277,0.03795620437956204,0.17712895377128957,0.9921989273525109,1.0,0.9990248659190639,0.9990248659190639
9,bike,001 knn,006 forward selection,1021182.8241584024,0.7072979330840612,10.192799806594849,0,False,True,True,False,False,False,False,True,True,True,True
10,bike,001 knn,007 backward selection,940691.5601978344,0.730369178283814,5.222572088241577,0,True,True,False,False,False,False,True,True,True,True,True
11,bike,001 knn,008 stepwise selection,940691.5601978344,0.730369178283814,6.391811847686768,0,True,True,False,False,False,False,True,True,True,True,True
12,bike,001 knn,009 bayesian selection,606212.2293943533,0.8262411310338269,31.953103065490723,46,True,True,True,False,True,True,False,False,True,False,True
13,bike,001 knn,013 bayesian weighting,444846.2737257979,0.8724935234915416,83.26056051254272,365,0.5583904042694022,0.38297309425536297,0.14779790649219987,0.8635459950188045,0.384046437393102,0.017433851936403663,0.13280072009222746,0.019859686029527666,0.35095972855596674,0.9667789479050173,0.8606578766609287
