,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.8947368421052632,0.8947368421052632,0.13952922821044922,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.13952922821044922,0,0.08639874521953417,0.029441956907865125,0.40543593247411214,0.47872336539848853
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.003686189651489258,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.034145355224609375,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.034145355224609375,0,0.19685039370078738,0.3307086614173228,0.0,0.5984251968503937
7,iris,001 knn,006 forward selection,0.2631578947368421,0.2631578947368421,0.9299049377441406,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.7997040748596191,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.2631578947368421,0.2631578947368421,0.8225743770599365,0,False,False,True,False
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,27.933281183242798,2,False,True,False,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,70.8938376903534,0,0.9774449182881708,0.68833090308186,0.8490645514504994,0.7655720352351839
