,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.7159090909090909,0.715909090909091,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9659090909090909,0.9659090909090909,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.5795454545454546,0.5795454545454546,0.16967201232910156,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.7840909090909091,0.7840909090909092,0.16967201232910156,0,0.02967103039325828,0.0,0.09028436962104218,0.04275441968830747,0.15002212413459037,0.038525074153932116,0.07200771824698349,0.04464979248969849,0.011513742418200518,0.011895065136461014,0.008288687236811969,0.020067888120066567,0.010616217376286947,0.0384299107809854,0.00822103229187095,0.01936407597336597,0.004440763739132306,0.03576592126092338,0.012297098155496518,0.013100728375239743,0.016536375859117415,0.018355924321751066,0.01093819173408429,0.024853936960317884,0.013391084357583495,0.010998981609013551,0.0983683266247356,0.027808047079789556,0.027005435087811856,0.009527600872928142,0.02101281692106241,0.012938918840939971,0.02666758663121286,0.01968111350699822
4,ionosphere,001 knn,004 l1,0.8295454545454546,0.8295454545454547,0.0035724639892578125,0,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.8068181818181818,0.8068181818181818,0.0317838191986084,0,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,True
6,ionosphere,001 knn,012 relieff weighting,0.8863636363636364,0.8863636363636365,0.0317838191986084,0,0.9968602825745683,1.0,0.13290113452188002,0.03241491085899517,0.1523500810372771,0.0486223662884927,0.16855753646677474,0.01944894651539708,0.10048622366288495,0.02593192868719607,0.04213938411669371,0.05186385737439225,0.02269043760129663,0.01944894651539708,0.14262560777957856,0.06482982171799023,0.05834683954619124,0.00648298217179899,0.02593192868719607,0.012965964343598091,0.06482982171799023,0.0,0.05186385737439225,0.05186385737439225,0.02593192868719607,0.02269043760129663,0.06482982171799023,0.03241491085899517,0.02593192868719607,0.00972447325769854,0.05834683954619124,0.08427876823338731,0.04538087520259315,0.0486223662884927
7,ionosphere,001 knn,006 forward selection,0.8181818181818182,0.8181818181818182,8.19669485092163,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.875,0.875,32.790589809417725,0,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.8636363636363636,0.8636363636363636,20.398703575134277,0,False,True,False,True,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,False
10,ionosphere,001 knn,009 bayesian selection,0.9318181818181818,0.9318181818181818,44.3513822555542,45,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True
11,ionosphere,001 knn,013 bayesian weighting,0.9431818181818182,0.9431818181818182,116.73630452156067,15,0.745531609088272,0.40735150373987433,0.410218089331697,0.016211922099536646,0.8502847522185571,0.6533569186828908,0.48045199865513855,0.337316215689496,0.6570675253425637,0.7224979965729343,0.03698532060207943,0.8425858888651898,0.02688106266670521,0.5098483104716178,0.5929229888205535,0.9813693149175939,0.9938729553254808,0.3944413180192452,0.6661515392067937,0.08772579474134257,0.1979260140990418,0.8198498514855002,0.41687338503736393,0.3919452019165881,0.6170205256247957,0.3806974866650167,0.9752705083430427,0.9950011958419499,0.6568849520068367,0.6192855918730058,0.1213402953266229,0.9208028973446034,0.7612935430037265,0.1875113851502292
