,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,17.220189480314968,0.7514900817834563,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,6.400029101161141,0.9076391865297894,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,17.027793133858268,0.7542666133876974,0.025412321090698242,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,12.645805354330708,0.8175044439563521,0.025412321090698242,0,0.3595257952752921,0.34229643197480086,0.44307805597158056,0.22055492652661488,0.3979458309015097,0.7014531278756557,0.33095219217257305,0.1988458558198604,0.35968969558096164,0.43487288736485574,0.4945402722079261,0.3442594953486605,0.722080655976484
4,boston,001 knn,003 feature importance selection,11.941646236220475,0.8276663835246156,0.2679860591888428,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,11.61836094488189,0.8323318142623554,0.2679860591888428,0,0.05315704160990759,0.0008838197990615017,0.005516109926278625,0.0008829592439742539,0.020252557041061364,0.4299676275845133,0.018738063938741032,0.06372866031581362,0.0042607921764154545,0.015901400200524062,0.022091709344021826,0.012192247796200692,0.35242701102348667
6,boston,001 knn,004 l1,11.722137574803149,0.8308341813911259,0.0070874691009521484,0,False,False,False,True,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,11.643228724409449,0.8319729395900595,0.06265139579772949,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,11.703564976377951,0.8311022083440807,0.06265139579772949,0,1.0,0.3919523099850969,0.8718330849478391,0.0,0.2952522255192878,0.9925816023738873,0.9673590504451038,0.9065281899109793,0.6631892697466468,0.8718330849478391,0.8390461997019374,0.8338278931750742,0.9970326409495549
9,boston,001 knn,006 forward selection,10.954692283464563,0.8419094234379244,11.941869497299194,0,True,False,False,False,False,True,False,False,False,True,True,False,True
10,boston,001 knn,007 backward selection,11.734521952755907,0.830655458575345,9.844178915023804,0,True,False,False,False,False,True,False,False,False,True,False,False,True
11,boston,001 knn,008 stepwise selection,11.820081007874018,0.8294207292005961,7.500818490982056,0,True,False,False,False,False,True,False,False,False,False,True,False,True
12,boston,001 knn,009 bayesian selection,11.57271420472441,0.8329905565878306,33.055304765701294,126,True,True,False,True,False,True,False,True,False,True,True,True,True
13,boston,001 knn,013 bayesian weighting,9.361637165354331,0.864899298059721,84.64955401420593,411,0.30174767400312225,0.6607948501456601,0.08173258344958319,0.9723227647263349,0.8921416293304832,0.054025286611763194,0.11337999432546964,0.7220706531748381,0.601742710769445,0.05269738598071474,0.9231384144831769,0.17637444278833048,0.07348440598301775
