,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,1.0,1.0,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,1.0,1.0,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.9333333333333333,0.9333333333333333,0.1463794708251953,0,False,True,False,True,False,True,False,True,False,True,False,True,True
3,wine,001 knn,011 feature importance weighting,0.9555555555555556,0.9555555555555556,0.1463794708251953,0,0.12151148238721722,0.04397842782268298,0.0221837601125449,0.027712451782867468,0.01935540274797213,0.05947434604353915,0.20004038029826074,0.012234132820526102,0.013332297384823168,0.16884002711866805,0.07922653619656515,0.0983684745983562,0.13374228068597668
4,wine,001 knn,004 l1,0.9555555555555556,0.9555555555555556,0.00404047966003418,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.9111111111111111,0.9111111111111111,0.03632831573486328,0,True,False,True,True,True,True,True,True,True,False,False,True,False
6,wine,001 knn,012 relieff weighting,0.9555555555555556,0.9555555555555556,0.03632831573486328,0,0.034912718204488824,0.0,0.04488778054862841,0.07980049875311723,0.07481296758104738,0.04488778054862841,0.029925187032418976,0.13466334164588534,0.04987531172069826,0.01995012468827928,0.02493765586034913,0.054862842892768104,0.004987531172069848
7,wine,001 knn,006 forward selection,0.9111111111111111,0.9111111111111111,6.131661653518677,0,True,True,False,False,False,True,False,False,False,False,False,False,False
8,wine,001 knn,007 backward selection,0.9555555555555556,0.9555555555555556,2.9353723526000977,0,False,True,True,True,True,True,True,True,True,True,True,True,True
9,wine,001 knn,008 stepwise selection,0.9111111111111111,0.9111111111111111,3.0589468479156494,0,False,False,False,False,False,False,False,True,True,True,True,False,True
10,wine,001 knn,009 bayesian selection,0.9555555555555556,0.9555555555555556,33.40069079399109,0,True,True,False,False,False,False,True,False,True,True,True,True,True
11,wine,001 knn,013 bayesian weighting,1.0,1.0,85.17892622947693,17,0.12657857914376436,0.8433270410320235,0.995413942237179,0.1759151806196403,0.11293481007809125,0.33028537363484634,0.28747253062104045,0.996853105968323,0.9446793551551751,0.23216459418279478,0.8532427519035354,0.45449851715954437,0.6623148293475909
