,dataset,base,method,PM1,PM2,Time,TriesToOpt,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0,student,001 knn,000 all,26.12196759842189,0.09597600146844676,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,student,000 rf,000 all,19.92887781840193,0.310305253853584,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,student,001 knn,002 intercorrelation,26.12196759842189,0.09597600146844676,0.03949403762817383,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,student,001 knn,010 correlation weighting,22.995495117378773,0.20417635593876682,0.03949403762817383,0,0.0528723624480887,0.05295162255270941,0.14890836427811127,0.08844520184881552,0.08309572852362969,0.054799200838514084,0.22126482864157407,0.1273388664422518,0.08009720801281442,0.0990592363678831,0.043043699369837825,0.007713362716440633,0.11258883965899588,0.1176392070177058,0.34953554300033784,0.10080491436009036,0.039576536135314914,0.14477417028284303,0.040948885366476735,0.018225486463041406,0.164174318350302,,0.09593104589985188,0.08188050616974778,0.010100812258831936,0.15715025125081078,0.04849262472949341,0.073644055745147,0.09754157201264471,0.003690519908161503
4,student,001 knn,003 feature importance selection,28.645905033716662,0.008628063235934125,0.20438170433044434,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
5,student,001 knn,011 feature importance weighting,23.795433559976495,0.17649224115179407,0.20438170433044434,0,0.007069423697231726,0.016237073878443465,0.05363176940186961,0.015102696550129186,0.01330582563956873,0.004012517618406768,0.03543543827938312,0.03517276111237785,0.011756138959459664,0.015070423957704306,0.011519547517844092,0.015584506615861901,0.03759089531938571,0.04548453106003312,0.13203305442156898,0.02738862103539464,0.0149300848274998,0.011976692717726875,0.016055083775822234,0.008616015664610985,0.016535484886752588,0.0,0.0188601701698688,0.03387215634618284,0.05500783675714955,0.04897521079706363,0.014180977713563345,0.03548035113031312,0.052954948917425554,0.19615976123135803
6,student,001 knn,004 l1,24.630851450796055,0.14758026048808937,0.01697254180908203,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,student,001 knn,005 relieff selection,24.182489717115757,0.16309707658331674,0.05755782127380371,0,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True
8,student,001 knn,012 relieff weighting,24.49349450180475,0.15233388319225016,0.05755782127380371,0,0.12814645308924488,0.5240274599542334,0.46484375,0.26773455377574373,0.4050343249427918,0.1167048054919908,0.14453125,0.30859375,0.13958810068649885,0.06178489702517165,0.42334096109839814,0.4073226544622426,0.7734553775743707,0.09375,0.4416475972540046,0.13501144164759726,0.4759725400457666,0.4462242562929062,0.6064073226544622,0.2791762013729977,0.06178489702517165,0.0,0.4347826086956522,0.09765625,0.44921875,0.54296875,0.6681922196796339,0.39453125,0.41015625,1.0
9,student,001 knn,006 forward selection,24.64912280701754,0.14694792892854247,13.89978289604187,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
10,student,001 knn,007 backward selection,24.46803212177173,0.15321508031198672,10.138369083404541,0,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,student,001 knn,008 stepwise selection,24.51954447522315,0.1514323507543659,13.866675615310669,0,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
12,student,001 knn,009 bayesian selection,23.90738409020957,0.17261787887040358,42.48173785209656,137,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False
13,student,001 knn,013 bayesian weighting,21.458071014857723,0.25738323169815003,111.50064206123352,427,0.663088168020202,0.09746121612349547,0.17022394800343568,0.325278194827168,0.15867788645415312,0.4814202543479507,0.5512394943854286,0.8677277707785849,0.9581152717752839,0.09224553690598213,0.6865644884252768,0.8976751685690662,0.03882307894592901,0.4314021495569259,0.7259784830893109,0.831725787801548,0.5371747705375203,0.7445933596248675,0.16669832479987473,0.9995588489112347,0.1910444849225452,0.03951110243149039,0.46094836237200754,0.8669872386118221,0.5279642752945041,0.19124785574216782,0.04255339480637703,0.5606966124033147,0.5074306240813123,0.6811046979417212
