,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8690476190476191,0.8690476190476191,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8690476190476191,0.8690476190476191,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.8571428571428571,0.8571428571428571,0.15157055854797363,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8809523809523809,0.8809523809523809,0.15157055854797363,0,0.21929505995299833,0.17552701969669385,0.02790947355320929,0.0030913067172060305,0.1353809027977363,0.25590318317826355,0.1828930541038928
4,ecoli,001 knn,004 l1,0.8809523809523809,0.8809523809523809,0.013362407684326172,0,True,True,True,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.8214285714285714,0.8214285714285714,0.04214787483215332,0,False,True,True,True,True,True,False
6,ecoli,001 knn,012 relieff weighting,0.7976190476190477,0.7976190476190477,0.04214787483215332,0,0.0,0.05944798301486198,0.9805825242718447,1.0,0.09341825902335454,0.06369426751592355,0.05520169851380041
7,ecoli,001 knn,006 forward selection,0.7023809523809523,0.7023809523809523,3.368422746658325,0,True,False,False,False,True,True,False
8,ecoli,001 knn,007 backward selection,0.6904761904761905,0.6904761904761905,2.118081569671631,0,True,False,True,True,True,True,False
9,ecoli,001 knn,008 stepwise selection,0.6785714285714286,0.6785714285714286,2.5101633071899414,0,True,False,False,False,True,False,True
10,ecoli,001 knn,009 bayesian selection,0.8214285714285714,0.8214285714285714,29.787111043930054,5,False,True,False,True,True,True,False
11,ecoli,001 knn,013 bayesian weighting,0.8452380952380952,0.8452380952380952,75.86898350715637,51,0.7886316848788102,0.4857927215276907,0.004570065678434931,0.9631250701280786,0.2431346007533668,0.3767700253845722,0.45453750021134437
