,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8571428571428571,0.8571428571428571,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8809523809523809,0.8809523809523809,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.7976190476190477,0.7976190476190477,0.15425586700439453,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8333333333333334,0.8333333333333334,0.15425586700439453,0,0.23046899165052964,0.15517731879296723,0.027927598531608012,0.0023266585868746263,0.1279758934151395,0.26973436672297907,0.18638917229990187
4,ecoli,001 knn,004 l1,0.8333333333333334,0.8333333333333334,0.012323617935180664,0,True,True,True,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.7261904761904762,0.7261904761904762,0.04580831527709961,0,False,False,True,True,True,True,True
6,ecoli,001 knn,012 relieff weighting,0.6190476190476191,0.6190476190476191,0.04580831527709961,0,0.0,0.0039447731755424265,0.9824253075571178,1.0,0.04339250493096647,0.08678500986193294,0.015779092702169595
7,ecoli,001 knn,006 forward selection,0.6785714285714286,0.6785714285714286,5.951153993606567,0,True,False,False,False,True,True,True
8,ecoli,001 knn,007 backward selection,0.6190476190476191,0.6190476190476191,1.5439941883087158,0,True,False,True,True,True,True,True
9,ecoli,001 knn,008 stepwise selection,0.6309523809523809,0.6309523809523809,1.690290927886963,0,False,True,False,True,True,True,False
10,ecoli,001 knn,009 bayesian selection,0.7023809523809523,0.7023809523809523,30.084269762039185,10,False,True,False,True,False,False,True
11,ecoli,001 knn,013 bayesian weighting,0.8452380952380952,0.8452380952380952,76.21672129631042,284,0.21979758607999095,0.5145861676307396,0.07400730660552801,0.9901233514144714,0.033835530196534305,0.014322071790588645,0.0004900868389544691
