,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,789834.158356102,0.7799986266781702,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,435597.21886823745,0.8786682174323291,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,891622.4516039263,0.7516463908756384,0.02120041847229004,0,True,True,False,True,True,True,True,True,False,True,True
3,bike,001 knn,010 correlation weighting,555798.6051701747,0.8451871761506335,0.02120041847229004,0,0.4184918286857371,0.5584328695121344,0.31526285678889016,0.08405075549046251,0.08294436831748075,0.060347889766057136,0.30670779513245255,0.6280577622130085,0.6277719493130187,0.106958430818721,0.2490863053724689
4,bike,001 knn,003 feature importance selection,666455.5865125143,0.8143646451098997,0.2643427848815918,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,697986.0920992715,0.8055820994865808,0.2643427848815918,0,0.06705170952582994,0.28050989790298164,0.03425527014714639,0.0024258945771346795,0.015274929620507301,0.0033980479318166945,0.014701471115919382,0.3556849275334263,0.1176156655987948,0.07948361060973369,0.02959857543670935
6,bike,001 knn,004 l1,697986.0920992715,0.8055820994865808,0.007407665252685547,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,703941.1996812386,0.8039233565309218,0.07281756401062012,0,True,True,True,False,True,False,False,True,True,True,True
8,bike,001 knn,012 relieff weighting,1006580.4437065711,0.7196258510327675,0.07281756401062012,0,0.4436860068259386,0.12189176011701608,0.3688324377137274,0.0,0.9254022428083861,0.03705509507557292,0.11409068746952711,0.9960918417195896,1.0,0.9980459208597948,0.9980459208597948
9,bike,001 knn,006 forward selection,859284.0545731297,0.7606539675707378,11.492773294448853,0,True,True,False,False,False,False,True,True,True,False,False
10,bike,001 knn,007 backward selection,1045476.1943769817,0.7087917810278896,5.275707483291626,0,True,True,False,True,False,False,True,True,True,False,True
11,bike,001 knn,008 stepwise selection,1045476.1943769817,0.7087917810278896,6.3841235637664795,0,True,True,False,True,False,False,True,True,True,False,True
12,bike,001 knn,009 bayesian selection,598345.713595426,0.8333360524870151,31.808985233306885,37,True,True,True,False,True,True,True,False,True,True,True
13,bike,001 knn,013 bayesian weighting,460086.9334438035,0.871846822356054,83.03376126289368,486,0.4460686797150355,0.345608482825252,0.10955038785361076,0.23555651034355612,0.34598716043424127,0.48279845321972914,0.2924709024018086,0.017257598406739034,0.2180640965774296,0.9980112943005895,0.523784961897202
