,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.13733673095703125,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.13733673095703125,0,0.09470423147504785,0.045098892049435166,0.41299433576538286,0.44720254071013416
4,iris,001 knn,004 l1,0.9473684210526315,0.9473684210526315,0.003794431686401367,0,False,True,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.03285956382751465,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.03285956382751465,0,0.008196721311475419,0.11475409836065575,0.0,0.4590163934426229
7,iris,001 knn,006 forward selection,0.39473684210526316,0.39473684210526316,0.9488744735717773,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.8506090641021729,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.39473684210526316,0.39473684210526316,0.8228578567504883,0,False,False,True,False
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,28.113070011138916,4,True,True,False,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,71.49178409576416,0,0.0439931460348405,0.8414020990516298,0.9978752851692763,0.5784686018594632
