,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9210526315789473,0.9210526315789473,0.13767528533935547,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.13767528533935547,0,0.08431495431435573,0.026932958221302195,0.4805209398310516,0.40823114763329044
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.012013912200927734,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.03290581703186035,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.03290581703186035,0,0.1901408450704225,0.323943661971831,0.0,0.47887323943661975
7,iris,001 knn,006 forward selection,0.2894736842105263,0.2894736842105263,0.9313061237335205,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.8517928123474121,0,True,False,True,True
9,iris,001 knn,008 stepwise selection,0.2894736842105263,0.2894736842105263,0.8361694812774658,0,False,False,True,False
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,28.232060194015503,2,False,True,True,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,71.58645343780518,1,0.8476889692772506,0.5092440615486856,0.619705025554651,0.5479415657186695
