,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6666666666666666,0.6666666666666666,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7592592592592593,0.7592592592592593,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.6111111111111112,0.6111111111111112,0.1533203125,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6481481481481481,0.6481481481481481,0.1533203125,0,0.12811446655461978,0.10887107226595306,0.15372547289610694,0.14673662448710328,0.09650191709133482,0.1051959188409899,0.13043358132540106,0.09494513337454176,0.03547581316394939
4,glass,001 knn,004 l1,0.37037037037037035,0.37037037037037035,0.0040204524993896484,0,False,False,True,False,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.6666666666666666,0.6666666666666666,0.028580427169799805,0,True,False,True,True,False,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.7037037037037037,0.7037037037037037,0.028580427169799805,0,0.23333333333333328,0.09999999999999998,0.2894736842105263,0.1333333333333333,0.06666666666666665,0.55,0.0,0.47368421052631576,1.0
7,glass,001 knn,006 forward selection,0.6481481481481481,0.6481481481481481,3.209322690963745,0,True,False,True,False,False,False,False,False,False
8,glass,001 knn,007 backward selection,0.6481481481481481,0.6481481481481481,2.011967897415161,0,True,True,True,True,True,True,True,True,False
9,glass,001 knn,008 stepwise selection,0.6666666666666666,0.6666666666666666,3.1838746070861816,0,True,False,True,False,False,True,False,True,False
10,glass,001 knn,009 bayesian selection,0.7222222222222222,0.7222222222222222,30.37395691871643,0,True,False,True,True,True,True,True,True,True
11,glass,001 knn,013 bayesian weighting,0.8148148148148148,0.8148148148148148,78.23463320732117,140,0.574355183095259,0.6565317203563583,0.3522752067171562,0.9131330339915658,0.47478552879473623,0.6055970968569091,0.3072863860372115,0.957868932065879,0.3171482930754547
