,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.2123768739177616,0.0038930557320319137,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.4312446887882393,-0.09465062045599848,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.1864611883061027,0.015561408763369089,0.019705533981323242,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.290030028133724,-0.031069724375977215,0.019705533981323242,0,0.026208380374248604,0.017539176603775814,0.12819369999507965,0.007162413795895832,0.03675249882815351,0.05188571818411863,0.08408981114211828,0.03750542488013656,0.049519528706355134,0.06528293372172163,0.05529101277304997,0.05391681665112983
4,fire,001 knn,003 feature importance selection,2.288864139048347,-0.030544791111721148,0.24579262733459473,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.2823189464274805,-0.02759786470958847,0.24579262733459473,0,0.08399318808330117,0.06660902647260895,0.041817416397334335,0.04599226666157992,0.07992786192461203,0.087884949245016,0.11127454553741115,0.07678737269923344,0.1880438983187919,0.12228094871741614,0.09452902552140373,0.0008595004212911717
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.2950924563476844,-0.03334904665521199,0.03155112266540527,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.299000335483071,-0.03510854142755848,0.03155112266540527,0,0.284037558685446,0.8796296296296297,0.7523148148148149,0.3075117370892019,0.8450704225352113,0.892018779342723,0.892018779342723,0.812206572769953,1.0,0.9107981220657277,0.6525821596244131,0.0
9,fire,001 knn,006 forward selection,2.3680453863527546,-0.06619558425893435,2.762965202331543,0,False,False,False,False,False,False,False,True,False,False,False,False
10,fire,001 knn,007 backward selection,2.2950565701792214,-0.0333328891632263,3.8091530799865723,0,True,False,True,False,True,True,True,True,True,True,True,True
11,fire,001 knn,008 stepwise selection,2.3066086002067734,-0.038534108479201024,4.209985971450806,0,True,False,False,False,False,True,False,False,True,True,True,True
12,fire,001 knn,009 bayesian selection,2.139991912844365,0.03648386936591963,33.154834508895874,10,True,False,False,False,False,True,False,True,False,False,False,True
13,fire,001 knn,013 bayesian weighting,2.051085183678691,0.07651349151490416,83.91428232192993,262,0.08810147979727144,0.9745306118453635,0.5630904192940441,0.8261381276253806,0.09123666403798718,0.8303956395124206,0.00231569218385224,0.6691565617826786,0.9511496378758288,0.10769045247918292,0.47421838486089335,0.44461142280157495
