,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,27.9521885984252,0.6554948897786693,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,16.87055514277454,0.7920737963508152,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,27.722540094488185,0.6583252614643212,0.01828742027282715,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,26.571849700787403,0.6725072894481638,0.01828742027282715,0,0.40833017021731804,0.3674090242023531,0.470015599783679,0.1553249622519148,0.42438984472363045,0.7017601584660318,0.37412276399778793,0.24729291196768072,0.4000738623918282,0.48191581285871904,0.5348358982239768,0.3152784188472392,0.7452451605777402
4,boston,001 knn,003 feature importance selection,27.399288062992124,0.6623092778266784,0.2658119201660156,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,26.04833234645669,0.6789595356907585,0.2658119201660156,0,0.03346906578667338,0.0010916064499685812,0.005107403390101469,0.0005255971082176171,0.025671702673963178,0.41679846394971787,0.013554110134174456,0.053188419764962976,0.0023332763395090815,0.012904814939066452,0.011296875711253445,0.009528894765750109,0.41452976898664146
6,boston,001 knn,004 l1,26.163872503937004,0.6775355264562906,0.016221046447753906,0,False,False,False,False,False,True,False,False,False,False,True,False,True
7,boston,001 knn,005 relieff selection,26.015974803149607,0.6793583359129395,0.03612089157104492,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,26.001047685039364,0.679542309645506,0.03612089157104492,0,1.0,0.4327485380116959,0.9122807017543859,0.0,0.28156748911465895,0.9956458635703919,0.9550072568940493,0.9230769230769231,0.72953216374269,0.9093567251461988,0.868421052631579,0.8432510885341074,1.0
9,boston,001 knn,006 forward selection,26.022400881889762,0.679279135783158,7.477370977401733,0,True,False,False,False,False,True,False,False,True,False,False,False,True
10,boston,001 knn,007 backward selection,26.022400881889762,0.679279135783158,9.864004135131836,0,True,False,False,False,False,True,False,False,True,False,False,False,True
11,boston,001 knn,008 stepwise selection,26.022400881889762,0.679279135783158,10.546069860458374,0,True,False,False,False,False,True,False,False,True,False,False,False,True
12,boston,001 knn,009 bayesian selection,25.926003905511806,0.6804672091554864,32.96798491477966,100,True,False,False,False,True,True,True,False,False,True,False,True,True
13,boston,001 knn,013 bayesian weighting,22.472496629921267,0.7230309926831391,85.10046982765198,231,0.7961375157412519,0.5752161064653271,0.4615489938087454,0.45707400336274295,0.3275398730779764,0.019285745131196623,0.07149778442230728,0.5824125482252884,0.9669883896401202,0.3013067476852114,0.7457748444841845,0.33690652281731626,0.03738839057625479
