,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,900964.4881349929,0.7715913738768634,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,441114.2767050411,0.88817061356762,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,977983.242747757,0.7520659118209375,0.021606922149658203,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,673109.5839700128,0.8293561651656675,0.021606922149658203,0,0.40168870472419355,0.5672043143376478,0.2942618779579325,0.04840121132031692,0.060516558243204864,0.05306936061586703,0.28772650847031844,0.6215203186315884,0.6219303287278645,0.08476619898590926,0.22140295439953325
4,bike,001 knn,003 feature importance selection,806479.8559797272,0.7955447097791555,0.2595510482788086,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,774131.1124856641,0.8037456235283571,0.2595510482788086,0,0.07980110796092574,0.29248107168236676,0.03583902308489022,0.0018159828680597212,0.018953713855887174,0.004314712852469724,0.022227889811559647,0.3384647865972023,0.10902018775204123,0.06204036414780002,0.035041159386797464
6,bike,001 knn,004 l1,774131.1124856641,0.8037456235283571,0.007361888885498047,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1826179.606915773,0.5370348326012773,0.04758882522583008,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1133417.6275129865,0.712660857854813,0.04758882522583008,0,0.44184914841849143,0.11192214111922139,0.3557177615571776,0.0,0.016058394160583942,0.04768856447688563,0.13917274939172752,0.9863746958637469,1.0,0.9980535279805353,0.9980535279805353
9,bike,001 knn,006 forward selection,1512006.5729229916,0.6166826233902044,11.493379354476929,0,False,True,True,False,False,False,False,True,True,True,True
10,bike,001 knn,007 backward selection,1140747.619223504,0.7108025900116942,5.244988918304443,0,True,True,False,True,False,False,True,True,True,False,True
11,bike,001 knn,008 stepwise selection,1140747.619223504,0.7108025900116942,6.359070777893066,0,True,True,False,True,False,False,True,True,True,False,True
12,bike,001 knn,009 bayesian selection,735511.9991145515,0.813536174369544,32.04393005371094,80,True,True,False,True,True,False,True,False,True,True,False
13,bike,001 knn,013 bayesian weighting,627325.2750455374,0.8409632054399006,82.75966668128967,489,0.15529902292622394,0.4742052156792167,0.17956765125151153,0.13235718726486143,0.7946868910266635,0.7628578838577956,0.0894284919634295,0.022031609567235152,0.07463849233630504,0.6667251483231089,0.22153297087791451
