,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.8068181818181818,0.8068181818181818,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9318181818181818,0.9318181818181818,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.5795454545454546,0.5795454545454546,0.16971397399902344,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.7954545454545454,0.7954545454545455,0.16971397399902344,0,0.023525263375345714,0.0,0.09922193651837669,0.039593363371075316,0.140746989749462,0.03588810220967466,0.08482811450840161,0.059546045514229665,0.009399144088014804,0.026391106125944735,0.009250596232751797,0.027787553357251443,0.011186701046950737,0.029261683656622142,0.010247547792926389,0.022731700772658785,0.009687788667814595,0.036957037633712435,0.009361135184308622,0.0205505376220924,0.018509656841310607,0.010858682918979788,0.015446026065098937,0.01491166085844952,0.013058210179532577,0.014674754906953495,0.07687711949119519,0.03367239800059231,0.025345352415374674,0.006499913582574793,0.01961431693858857,0.014097723027788911,0.018220922192422568,0.012050915153523517
4,ionosphere,001 knn,004 l1,0.7954545454545454,0.7954545454545455,0.013531684875488281,0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.7954545454545454,0.7954545454545455,0.050440311431884766,0,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True
6,ionosphere,001 knn,012 relieff weighting,0.8522727272727273,0.8522727272727273,0.050440311431884766,0,1.0,0.9811616954474097,0.12160000000000004,0.019199999999999995,0.16959999999999997,0.0928,0.23040000000000005,0.07040000000000002,0.10880000000000001,0.04800000000000004,0.04479999999999995,0.08960000000000001,0.07679999999999998,0.03839999999999999,0.11519999999999997,0.08640000000000003,0.04159999999999997,0.03839999999999999,0.03520000000000001,0.05120000000000002,0.08640000000000003,0.04479999999999995,0.03520000000000001,0.04159999999999997,0.009600000000000053,0.03200000000000003,0.07040000000000002,0.054400000000000004,0.0,0.006399999999999961,0.05120000000000002,0.06720000000000004,0.06399999999999995,0.057599999999999985
7,ionosphere,001 knn,006 forward selection,0.7840909090909091,0.7840909090909092,8.133683443069458,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.8181818181818182,0.8181818181818182,8.10086464881897,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.8295454545454546,0.8295454545454547,8.082606077194214,0,False,False,True,False,True,True,False,False,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False
10,ionosphere,001 knn,009 bayesian selection,0.8977272727272727,0.8977272727272727,45.08128333091736,3,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False
11,ionosphere,001 knn,013 bayesian weighting,0.9090909090909091,0.9090909090909091,118.33596801757812,247,0.2145241788168435,0.9808114845520235,0.1700046377808502,0.42820364920009174,0.9834642651649411,0.12328774729040778,0.8422727820712077,0.7050430443825454,0.6944329698661854,0.4086165239904009,0.16072052262449368,0.47672821350916367,0.23784985973397735,0.11825565409407204,0.6110029312362529,0.9370230056175757,0.000641538554422217,0.07607928693843645,0.4545188060160458,0.39590546555650863,0.6222398865835113,0.7340698534165199,0.23558744799163306,0.9045037821654414,0.5443224218690113,0.9547474454976136,0.8183563764539088,0.8549440637904969,0.5406232849810624,0.8538479718184195,0.8918330155876962,0.3075380166487628,0.7219741254987502,0.07435299943422857
