,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.13423458842591,-0.0380659659029452,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.260736625042847,-0.09959503095586553,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.0968547218410265,-0.01988484958040493,0.0194091796875,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.1172104635662077,-0.029785636874460675,0.0194091796875,0,0.038382621785349014,0.008251410718242582,0.126158654475953,0.02389005815688581,0.05363775975397091,0.05662148021487223,0.06491777213446003,0.01313703038359999,0.0634310704774377,0.06768588266548407,0.07686134990329513,0.03641046247555797
4,fire,001 knn,003 feature importance selection,2.1803346702897253,-0.06048848977529131,0.2445814609527588,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.191962585228744,-0.06614416737421536,0.2445814609527588,0,0.0785441023313594,0.06684097362424915,0.040759870098682024,0.04771575797406753,0.07298775833098302,0.09943801208809601,0.09991947092856523,0.07864121597175144,0.19272943092069142,0.12172380382081925,0.0991024129362399,0.001597190974495688
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.1848996772548355,-0.06270885411119376,0.03272867202758789,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.147547745868239,-0.04454132513221465,0.03272867202758789,0,0.12362637362637363,0.9368131868131868,0.7197802197802198,0.29395604395604397,0.7939560439560439,0.8406593406593407,0.8461538461538461,0.7857142857142857,1.0,0.8873626373626373,0.6483516483516484,0.0
9,fire,001 knn,006 forward selection,2.1053409209552716,-0.024012434489836698,2.776093006134033,0,False,False,False,False,False,False,False,False,False,False,True,False
10,fire,001 knn,007 backward selection,2.1486212348407614,-0.045063457222656034,2.6807944774627686,0,True,True,True,False,True,True,True,True,True,True,True,True
11,fire,001 knn,008 stepwise selection,2.112153174594664,-0.027325832507327563,2.7780611515045166,0,False,False,False,False,False,False,True,True,True,True,True,False
12,fire,001 knn,009 bayesian selection,2.012338420684477,0.021222860073632943,32.70558142662048,109,False,True,False,False,False,False,False,False,True,False,True,True
13,fire,001 knn,013 bayesian weighting,1.9594221562165113,0.04696069296454708,83.1686429977417,329,0.6453367994653878,0.4301725045747719,0.1324364992295901,0.16501918025223963,0.7334677880623182,0.003921946831437404,0.08862347306894305,0.1768795639594567,0.0009233759947710472,0.324082055041445,0.9991419200429658,0.4002402205236925
