,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,32.852702992125984,0.624597344220202,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,9.043439713448322,0.8966620406659787,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,31.543224566929133,0.6395605476626421,0.010708093643188477,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,23.6023908031496,0.7302992027055226,0.010708093643188477,0,0.38595320106911263,0.3319807768730258,0.4971607398695203,0.18338711587712253,0.4205157372578763,0.7034500186846202,0.3673235549224692,0.24565976489846428,0.41250820766109164,0.4994792523598363,0.5159604436907347,0.339471092569183,0.7271408162517721
4,boston,001 knn,003 feature importance selection,22.564799118110233,0.7421555992483633,0.2718029022216797,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,18.911902362204728,0.7838966743673574,0.2718029022216797,0,0.041272343181382995,0.0012024115269338531,0.007375460075610505,0.0015048598848831519,0.039157529124592354,0.41751471408208796,0.011391719821037738,0.059003019954192784,0.005512719070205977,0.01951531544802846,0.02013703814863624,0.01187228266092357,0.36454058702148445
6,boston,001 knn,004 l1,18.94029656692913,0.7835722182681181,0.01488351821899414,0,False,False,False,False,False,True,False,False,False,True,True,True,True
7,boston,001 knn,005 relieff selection,18.966637354330704,0.7832712262447752,0.03548550605773926,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,18.842268220472437,0.7846923727226957,0.03548550605773926,0,1.0,0.41498559077809793,0.8659942363112392,0.0,0.26895565092989987,0.994277539341917,0.9456366237482118,0.9198855507868383,0.6815561959654179,0.8631123919308358,0.840057636887608,0.8626609442060086,0.9971387696709585
9,boston,001 knn,006 forward selection,18.958497385826764,0.7833642403810877,9.003596305847168,0,False,False,False,False,False,True,False,False,True,True,True,False,True
10,boston,001 knn,007 backward selection,18.842268220472437,0.7846923727226957,5.341124057769775,0,True,False,True,False,True,True,True,True,False,True,True,True,True
11,boston,001 knn,008 stepwise selection,18.912533165354326,0.7838894662792532,9.01807451248169,0,True,False,True,False,True,True,False,False,True,True,True,True,True
12,boston,001 knn,009 bayesian selection,18.77759496062992,0.7854313838630769,32.779513120651245,36,True,True,False,False,True,True,True,True,True,False,True,False,True
13,boston,001 knn,013 bayesian weighting,15.638611401574801,0.8213000539326551,85.57170462608337,480,0.6206192494059861,0.47041274531242866,0.5195622079599893,0.4387361916229284,0.40938624000736207,0.030005842834575747,0.7739188217815094,0.42167572122816677,0.5555008499058414,0.4535274169698383,0.49063395201404486,0.7407348815341802,0.24591598392838734
