,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9736842105263158,0.9736842105263158,0.138077974319458,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,1.0,1.0,0.138077974319458,0,0.1067329348237853,0.01950139838889456,0.46354601142668844,0.4102196553606317
4,iris,001 knn,004 l1,1.0,1.0,0.012228012084960938,0,False,False,True,True
5,iris,001 knn,005 relieff selection,1.0,1.0,0.03313851356506348,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,1.0,1.0,0.03313851356506348,0,0.03100775193798455,0.3798449612403101,0.0,0.689922480620155
7,iris,001 knn,006 forward selection,0.2894736842105263,0.2894736842105263,0.9296693801879883,0,False,False,True,False
8,iris,001 knn,007 backward selection,1.0,1.0,0.8371996879577637,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,1.0,1.0,0.934730052947998,0,False,True,True,True
10,iris,001 knn,009 bayesian selection,1.0,1.0,27.7876615524292,0,True,False,False,True
11,iris,001 knn,013 bayesian weighting,1.0,1.0,70.36910820007324,0,0.9607826816227666,0.5518532828200327,0.7804408698407058,0.32789821326849733
