,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9210526315789473,0.9210526315789473,0.0,0,True,True,True,True
1,iris,000 rf,000 all,1.0,1.0,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9736842105263158,0.9736842105263158,0.13987088203430176,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,1.0,1.0,0.13987088203430176,0,0.10724889132935957,0.02450956048617652,0.5107269534861465,0.3575145946983174
4,iris,001 knn,004 l1,1.0,1.0,0.003787994384765625,0,False,False,True,True
5,iris,001 knn,005 relieff selection,1.0,1.0,0.0324246883392334,0,False,True,True,True
6,iris,001 knn,012 relieff weighting,1.0,1.0,0.0324246883392334,0,0.0,0.390625,0.015625,0.328125
7,iris,001 knn,006 forward selection,0.9473684210526315,0.9473684210526315,0.9541711807250977,0,False,False,True,False
8,iris,001 knn,007 backward selection,1.0,1.0,0.8215703964233398,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,1.0,1.0,1.4207818508148193,0,False,True,False,True
10,iris,001 knn,009 bayesian selection,1.0,1.0,28.082140684127808,1,True,False,True,True
11,iris,001 knn,013 bayesian weighting,1.0,1.0,70.74242496490479,0,0.9416283919524455,0.36995693610144875,0.5249771558385762,0.6829526256851974
