,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8571428571428571,0.8571428571428571,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8809523809523809,0.8809523809523809,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.8690476190476191,0.8690476190476191,0.15121221542358398,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8690476190476191,0.8690476190476191,0.15121221542358398,0,0.20297908714744362,0.17220893508307974,0.02371374377582389,0.0029603086442775684,0.13142130331673993,0.272648173712904,0.1940684483197311
4,ecoli,001 knn,004 l1,0.8690476190476191,0.8690476190476191,0.003586292266845703,0,True,True,False,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.6547619047619048,0.6547619047619048,0.021854400634765625,0,True,True,True,True,True,False,False
6,ecoli,001 knn,012 relieff weighting,0.7857142857142857,0.7857142857142857,0.021854400634765625,0,0.046908315565031944,0.093816631130064,0.9881656804733728,1.0,0.093816631130064,0.0,0.02558635394456288
7,ecoli,001 knn,006 forward selection,0.5833333333333334,0.5833333333333334,3.3668081760406494,0,False,False,True,False,False,True,True
8,ecoli,001 knn,007 backward selection,0.7023809523809523,0.7023809523809523,2.1725502014160156,0,True,False,True,True,True,True,False
9,ecoli,001 knn,008 stepwise selection,0.7023809523809523,0.7023809523809523,1.688032865524292,0,True,False,True,False,True,True,False
10,ecoli,001 knn,009 bayesian selection,0.8452380952380952,0.8452380952380952,30.215934991836548,10,True,False,False,True,True,False,True
11,ecoli,001 knn,013 bayesian weighting,0.8809523809523809,0.8809523809523809,76.34096240997314,66,0.38716102769586525,0.2198678882822555,0.4474956652879566,0.5497518483283633,0.3058419680333677,0.6221984935574166,0.5120851607740555
