,dataset,base,method,PM1,PM2,Time,TriesToOpt,x0_high,x0_low,x0_med,x0_vhigh,x1_high,x1_low,x1_med,x1_vhigh,x2_2,x2_3,x2_4,x2_5more,x3_2,x3_4,x3_more,x4_big,x4_med,x4_small,x5_high,x5_low,x5_med
0,car,001 knn,000 all,0.7777777777777778,0.7777777777777778,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,car,000 rf,000 all,0.9629629629629629,0.9629629629629629,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,car,001 knn,003 feature importance selection,0.75,0.75,0.1680467128753662,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
3,car,001 knn,011 feature importance weighting,0.8263888888888888,0.8263888888888888,0.1680467128753662,0,0.036465667500671275,0.04444603541785618,0.03885135583284235,0.041614218454938116,0.03342980145348141,0.04198783326154497,0.033916718601103416,0.054664243979645095,0.027376290601521847,0.016607243573981627,0.01621495052661142,0.01630028272892659,0.1358858760293282,0.04439008758111327,0.04713568348733344,0.033584413322625316,0.02351010727104367,0.04699453464714012,0.07937686673161103,0.13856322478087446,0.048684564215806254
4,car,001 knn,004 l1,0.8379629629629629,0.8379629629629629,0.032881975173950195,0,False,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,True,True,False
5,car,001 knn,005 relieff selection,0.8194444444444444,0.8194444444444444,0.12424373626708984,0,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True
6,car,001 knn,012 relieff weighting,0.8217592592592593,0.8217592592592593,0.12424373626708984,0,0.8576814326107446,0.9641847313854854,0.8925541941564562,0.9745523091423186,1.0,0.8991517436380773,0.8331762488218661,0.937794533459001,0.9604147031102733,0.6842601319509897,0.8727615457115928,0.8397737983034873,0.9943449575871819,0.708765315739868,0.7134778510838832,0.6220546654099905,0.5475966069745523,0.6644674835061263,0.9547596606974552,0.9566446748350612,0.8746465598491989
7,car,001 knn,006 forward selection,0.7037037037037037,0.7037037037037037,5.6421308517456055,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,car,001 knn,007 backward selection,0.8032407407407407,0.8032407407407408,8.743733644485474,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
9,car,001 knn,008 stepwise selection,0.7708333333333334,0.7708333333333333,8.85753345489502,0,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False
10,car,001 knn,009 bayesian selection,0.8425925925925926,0.8425925925925926,41.62758493423462,172,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True
11,car,001 knn,013 bayesian weighting,0.9120370370370371,0.9120370370370371,109.6813473701477,291,0.678567723166922,0.7340858889024461,0.07745821483029505,0.8413856164692569,0.5923011435488365,0.772211091510246,0.9951893341638687,0.644990514832829,0.676196026748817,0.12615417159337802,0.995420066793852,0.5203859735810384,0.5613865297091974,0.48083535750596373,0.7205305264025923,0.0029109639060846543,0.28229860654599515,0.7015762695749197,0.39111959728442935,0.19142018569242156,0.1269164113365552
