,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,41.80408214173228,0.5840264092335472,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,21.36032037725268,0.7874530736705839,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,40.84621833070865,0.5935576805478138,0.024419546127319336,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,35.30505486614173,0.6486953021696689,0.024419546127319336,0,0.40440016462216416,0.3927457624261256,0.525489831576723,0.18615318362764582,0.47601875857035175,0.7098449877601887,0.4357067466665762,0.30114585529873716,0.41629913054294854,0.4985406906661933,0.49850817580816126,0.3179380518013581,0.7478497084201852
4,boston,001 knn,003 feature importance selection,32.62247962204725,0.6753884000591023,0.26476144790649414,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,32.943236787401574,0.672196689991551,0.26476144790649414,0,0.03304988326303695,0.000759733626620147,0.010088888573895305,0.0006085563845555196,0.03153484136548,0.4670020326712361,0.017259989328164072,0.026554251060694156,0.0034179302260224586,0.013464144796463514,0.014879084702344138,0.013374190058549907,0.36800647394293773
6,boston,001 knn,004 l1,32.91969511811023,0.672430942538337,0.01706242561340332,0,True,False,False,False,False,True,False,False,False,True,True,True,True
7,boston,001 knn,005 relieff selection,32.955148472440946,0.6720781621793361,0.06096529960632324,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,32.88774450393701,0.6727488687078382,0.06096529960632324,0,1.0,0.3510791366906475,0.8287769784172662,0.0,0.24251069900142652,0.9985734664764622,0.9629101283880172,0.9101283880171184,0.6690647482014389,0.8287769784172662,0.8028776978417266,0.8259629101283881,1.0
9,boston,001 knn,006 forward selection,31.471515842519686,0.6868411221781764,9.013343334197998,0,True,False,False,False,False,True,False,False,False,False,False,True,True
10,boston,001 knn,007 backward selection,32.94554872440945,0.6721736849477964,9.870920658111572,0,True,False,False,False,False,True,False,False,False,False,False,True,True
11,boston,001 knn,008 stepwise selection,32.94554872440945,0.6721736849477964,10.49059247970581,0,True,False,False,False,False,True,False,False,False,False,False,True,True
12,boston,001 knn,009 bayesian selection,32.87349820472441,0.672890627214065,33.27383589744568,165,True,True,True,True,False,True,False,False,True,True,False,False,True
13,boston,001 knn,013 bayesian weighting,30.11205581102362,0.7003684965835665,85.38544726371765,201,0.37029541307994446,0.09520952628886725,0.8463732581011079,0.9995432716800401,0.8454712707102253,0.17787012146305814,0.9377250587785354,0.9545075568536364,0.31498820458366983,0.49889978595814166,0.06363551196448952,0.41382995917040777,0.7803905839688702
