,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.7738095238095238,0.7738095238095238,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8095238095238095,0.8095238095238095,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.7619047619047619,0.7619047619047619,0.15253543853759766,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.7619047619047619,0.7619047619047619,0.15253543853759766,0,0.2136390858901558,0.1776627636173342,0.017612625922825056,0.004005300768468433,0.11684642456248437,0.2709313410692934,0.19930245816943878
4,ecoli,001 knn,004 l1,0.7261904761904762,0.7261904761904762,0.013435602188110352,0,True,True,False,False,False,True,True
5,ecoli,001 knn,005 relieff selection,0.6785714285714286,0.6785714285714286,0.04327273368835449,0,False,True,True,True,True,False,True
6,ecoli,001 knn,012 relieff weighting,0.7142857142857143,0.7142857142857143,0.04327273368835449,0,0.0,0.02972399150743099,1.0,0.9851576994434137,0.05095541401273884,0.02547770700636942,0.05095541401273884
7,ecoli,001 knn,006 forward selection,0.6666666666666666,0.6666666666666666,3.3679039478302,0,True,False,False,False,True,True,False
8,ecoli,001 knn,007 backward selection,0.6666666666666666,0.6666666666666666,1.5221104621887207,0,True,True,True,True,False,True,True
9,ecoli,001 knn,008 stepwise selection,0.6666666666666666,0.6666666666666666,3.332878828048706,0,True,True,True,True,False,True,True
10,ecoli,001 knn,009 bayesian selection,0.7261904761904762,0.7261904761904762,29.80046820640564,38,False,True,False,False,True,True,False
11,ecoli,001 knn,013 bayesian weighting,0.7738095238095238,0.7738095238095238,75.93030953407288,18,0.7344767795675954,0.4979030016789117,0.7301077008114083,0.8344916212198927,0.8137954460894563,0.9532641223687678,0.3301141937623996
