,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.7386363636363636,0.7386363636363636,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9204545454545454,0.9204545454545455,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.6136363636363636,0.6136363636363636,0.1724247932434082,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.8409090909090909,0.8409090909090909,0.1724247932434082,0,0.023246350833211388,0.0,0.10170023836255382,0.032664734018522934,0.09545059420256843,0.04474840410084166,0.10514998487017312,0.051954549072787584,0.023421112170604972,0.01727370336126756,0.01202316250359917,0.016683077324086255,0.009432946237625542,0.03583293050362503,0.01999652861489855,0.01946381059367718,0.012749809854752407,0.010581042107784011,0.006095482038181143,0.02061324991944827,0.015956707530643675,0.025445425345836957,0.011984295030849556,0.0178068588665126,0.011615481377313495,0.009434866080804542,0.09966956216491919,0.03047362035072873,0.012214885233995911,0.009729580284518237,0.03202469118082978,0.02100904835945465,0.027234480849076304,0.016318786654307343
4,ionosphere,001 knn,004 l1,0.8522727272727273,0.8522727272727273,0.008679628372192383,0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.8409090909090909,0.8409090909090909,0.04786992073059082,0,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True
6,ionosphere,001 knn,012 relieff weighting,0.8409090909090909,0.8409090909090909,0.04786992073059082,0,0.9564541213063764,1.0,0.0783034257748777,0.009787928221859699,0.16313213703099516,0.06851549755301789,0.19249592169657426,0.08156606851549753,0.14029363784665583,0.05872756933115819,0.04567699836867867,0.0880913539967374,0.03588907014681897,0.009787928221859699,0.0978792822185971,0.11419249592169656,0.06525285481239806,0.04241435562805873,0.019575856443719397,0.03262642740619903,0.06851549755301789,0.09461663947797716,0.04567699836867867,0.039151712887438794,0.019575856443719397,0.0032626427406199365,0.1076672104404568,0.06525285481239806,0.013050570962479635,0.022838499184339334,0.0,0.04241435562805873,0.04893964110929849,0.06525285481239806
7,ionosphere,001 knn,006 forward selection,0.875,0.875,12.22102427482605,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.8181818181818182,0.8181818181818182,15.724364519119263,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.8522727272727273,0.8522727272727273,20.41294002532959,0,False,True,False,False,True,False,False,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True
10,ionosphere,001 knn,009 bayesian selection,0.9090909090909091,0.9090909090909091,44.785037994384766,6,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False
11,ionosphere,001 knn,013 bayesian weighting,0.9318181818181818,0.9318181818181818,117.91572070121765,34,0.7957451015586885,0.8447393506884546,0.8696092785978976,0.30122638530958223,0.10990190917965956,0.6139947040362536,0.39800638282257095,0.9246685722522344,0.652024841052023,0.31718738524266576,0.05918016039457823,0.4967363573314964,0.3698164920132415,0.7397080112292376,0.11541045724918236,0.6740008731017927,0.31475547722298247,0.8221668746424481,0.004167054135397353,0.693473973412798,0.9790652820321756,0.5214115878365739,0.9255220885900373,0.06537764544607287,0.24353375492702972,0.017205057221833034,0.07756325587047114,0.14416186807934037,0.9146614423035453,0.8744372850079478,0.5812467269427692,0.2402509643313779,0.9314130647961445,0.5729943714581546
