,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,1631.0700000000002,0.8487618511830091,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,820.4146188838853,0.9239284713578227,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,1631.0700000000002,0.8487618511830091,0.015700578689575195,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,1529.2273584905663,0.858205034230039,0.015700578689575195,0,0.3010322075633068,0.7742461421326612,0.8631760636878647,0.6396096365677343,0.5841765420086346,0.6096081550061527
4,machine,001 knn,003 feature importance selection,651.3662264150944,0.9396031915951321,0.12810301780700684,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,1375.9654716981136,0.8724159779925322,0.12810301780700684,0,0.03115645274543874,0.07756639925758702,0.6638499348128613,0.10541467589178416,0.06490588096746071,0.057106656324868096
6,machine,001 knn,004 l1,1375.9654716981136,0.8724159779925322,0.0063152313232421875,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,2326.3622641509437,0.7842920767913747,0.04145050048828125,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,1209.1916981132076,0.8878797881222048,0.04145050048828125,0,1.0,0.35584415584415585,0.18961038961038962,0.41818181818181815,0.24675324675324675,0.8909090909090909
9,machine,001 knn,006 forward selection,1706.8943396226412,0.8417311702436262,2.776895523071289,0,False,False,True,True,False,False
10,machine,001 knn,007 backward selection,1967.6081132075471,0.81755693585266,1.7277770042419434,0,False,True,False,True,True,True
11,machine,001 knn,008 stepwise selection,1967.6081132075471,0.81755693585266,1.4024386405944824,0,False,True,False,True,True,True
12,machine,001 knn,009 bayesian selection,1184.9600000000003,0.8901266304804933,29.04459571838379,49,False,True,True,True,True,True
13,machine,001 knn,013 bayesian weighting,1093.48679245283,0.8986083256718624,74.14431858062744,297,0.7508500932557634,0.3360034314123624,0.8113497677362205,0.11891456648725622,0.8327607134444603,0.4984896113517671
