,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,1.620957819705127,0.011207416613555066,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,1.9050971108480308,-0.16211900824177783,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,1.5670503747294653,0.044091234522489864,0.010225296020507812,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,1.6370671207791028,0.001380660339055484,0.010225296020507812,0,0.09446368976944493,0.013886227163001563,0.10674173903126295,0.016465742119039933,0.05605979039829886,0.05910663953032947,0.053824135714017174,0.01060297986746853,0.04721539350782814,0.08206594692237695,0.05846236643181097,0.041004183826512025
4,fire,001 knn,003 feature importance selection,1.7327455070573425,-0.05698364599404626,0.24448871612548828,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,1.6330521015386177,0.00382984266748132,0.24448871612548828,0,0.09459198139815288,0.07352549081640407,0.03186602293890572,0.04968516606099304,0.06979205795150159,0.10218385151783853,0.08986318673303188,0.07665997351369086,0.17304884910132537,0.14119408335545353,0.09695727251609926,0.0006320640966033331
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,1.6527257465555605,-0.008171181692590679,0.047650814056396484,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,1.7197252637671099,-0.04904123081040446,0.047650814056396484,0,0.2396694214876033,0.9509043927648578,0.8656330749354005,0.2892561983471074,0.8925619834710744,0.9201101928374655,0.9201101928374655,0.8842975206611571,1.0,0.9724517906336089,0.6198347107438017,0.0
9,fire,001 knn,006 forward selection,1.7066847220022856,-0.0410864334531571,4.1896326541900635,0,False,False,True,False,False,False,False,False,False,False,False,True
10,fire,001 knn,007 backward selection,1.7316786394156676,-0.056332851261006844,3.7982723712921143,0,True,True,True,False,True,True,False,True,True,True,True,True
11,fire,001 knn,008 stepwise selection,1.7776276178728472,-0.084361963777277,4.196989059448242,0,False,False,False,True,True,False,False,True,False,False,False,True
12,fire,001 knn,009 bayesian selection,1.5944079433063132,0.027402977382526617,32.57258939743042,16,False,True,False,True,True,False,False,True,False,False,True,False
13,fire,001 knn,013 bayesian weighting,1.581339321820542,0.035374903513563205,83.4251766204834,373,0.9613722926471381,0.7256936877551097,0.720020472340824,0.25634107208036616,0.5598313885907784,0.3109015562888206,0.530262424764254,0.5620683764034884,0.7734225354517333,0.5064081120442792,0.5949929200670065,0.6772513754029671
