,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,1.0,1.0,0.0,0,True,True,True,True
1,iris,000 rf,000 all,1.0,1.0,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.13945269584655762,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.13945269584655762,0,0.10994099851092622,0.027801547994312777,0.36843939841718115,0.49381805507757975
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.003648042678833008,0,False,True,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.03240513801574707,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.03240513801574707,0,0.2384615384615385,0.23076923076923073,0.0,0.7461538461538462
7,iris,001 knn,006 forward selection,0.47368421052631576,0.47368421052631576,0.9341835975646973,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.8495714664459229,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.47368421052631576,0.47368421052631576,0.8219425678253174,0,False,False,True,False
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,27.662312269210815,2,True,True,False,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,70.72378015518188,0,0.05709934473050571,0.02816653958700921,0.5522590469718588,0.009127496365045618
