,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.8409090909090909,0.8409090909090909,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9318181818181818,0.9318181818181818,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.6022727272727273,0.6022727272727273,0.1671156883239746,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.8522727272727273,0.8522727272727273,0.1671156883239746,0,0.01890730380620869,0.0,0.07316094191136006,0.0380715529847035,0.13094076724280151,0.041570571598024,0.09064924020467102,0.0621494681690324,0.026188018510888235,0.016123767853380846,0.01146440665705677,0.02632724212273332,0.012414404144321342,0.03642503891201275,0.018385653953482017,0.026005895518467333,0.009950599107511757,0.02457758633619356,0.00789671552052008,0.0176788388981504,0.010119703036272019,0.024761966339773088,0.010150232735709759,0.020676982025983424,0.014465099207166033,0.012872822238482429,0.06581083059362135,0.03718156647177159,0.019227303778750367,0.008386073722845154,0.037620872860045305,0.011343872510201688,0.01935696094785111,0.019137700080006932
4,ionosphere,001 knn,004 l1,0.8863636363636364,0.8863636363636365,0.003915071487426758,0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.8522727272727273,0.8522727272727273,0.04809165000915527,0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,False,False,False,True,True,True,True
6,ionosphere,001 knn,012 relieff weighting,0.9318181818181818,0.9318181818181818,0.04809165000915527,0,0.9906103286384976,1.0,0.10560000000000003,0.0,0.1664,0.054400000000000004,0.15680000000000005,0.060799999999999965,0.10240000000000005,0.054400000000000004,0.03839999999999999,0.054400000000000004,0.09599999999999997,0.03520000000000001,0.11199999999999999,0.03520000000000001,0.07679999999999998,0.028800000000000048,0.03200000000000003,0.03839999999999999,0.11519999999999997,0.0736,0.06720000000000004,0.04159999999999997,0.03200000000000003,0.0031999999999999806,0.04800000000000004,0.019199999999999995,0.022399999999999975,0.006399999999999961,0.11519999999999997,0.060799999999999965,0.054400000000000004,0.07040000000000002
7,ionosphere,001 knn,006 forward selection,0.8409090909090909,0.8409090909090909,16.28932285308838,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.9204545454545454,0.9204545454545455,15.875258922576904,0,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.8977272727272727,0.8977272727272727,8.15195083618164,0,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False
10,ionosphere,001 knn,009 bayesian selection,0.9431818181818182,0.9431818181818182,44.84967923164368,10,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True
11,ionosphere,001 knn,013 bayesian weighting,0.9545454545454546,0.9545454545454546,117.53021121025085,12,0.7635823791574602,0.294734983199075,0.7041368243779927,0.7313675486669861,0.7715420875424762,0.9931405217292464,0.547623125873706,0.7250182697094949,0.9984624098193637,0.966616289621066,0.79006122864231,0.9903415166644987,0.9922844623981395,0.5813736257734093,0.20486806392044155,0.9780045254089968,0.15487403957823137,0.6928992697796796,0.2834944198000816,0.7413032208823384,0.7396532128630527,0.7354715201686279,0.3397639658860384,0.6915889199765942,0.1695477976610298,0.29825489477000466,0.32524380966402533,0.4191672357067132,0.6465727130863119,0.40698946174324074,0.016256301162745478,0.628801382101914,0.416281292901423,0.1884479218043753
