,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,13035.648490566042,0.5462039581594593,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,3546.483143505985,0.8765400881941601,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,13035.648490566042,0.5462039581594593,0.015146017074584961,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,12208.306792452828,0.5750053168433115,0.015146017074584961,0,0.35088187153511025,0.8641552454260886,0.8626741891624461,0.7246613355650706,0.6932652917227151,0.5747216538252016
4,machine,001 knn,003 feature importance selection,14377.801698113208,0.4994810188619422,0.15685081481933594,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,12835.484905660378,0.5531720382374501,0.15685081481933594,0,0.051286208106831356,0.17301125797505953,0.4334188087974583,0.054150188508792205,0.25700897774285125,0.031124558869007436
6,machine,001 knn,004 l1,12835.484905660378,0.5531720382374501,0.0072481632232666016,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,14050.681509433958,0.5108687029450321,0.041922807693481445,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,12461.266226415095,0.5661993115293928,0.041922807693481445,0,1.0,0.3573407202216066,0.13019390581717452,0.2742382271468144,0.07479224376731301,0.7451523545706371
9,machine,001 knn,006 forward selection,8318.200943396227,0.7104273971425914,2.7782058715820312,0,False,False,True,True,False,False
10,machine,001 knn,007 backward selection,8155.576792452829,0.7160886571910807,2.313281297683716,0,False,False,True,True,False,False
11,machine,001 knn,008 stepwise selection,8155.576792452829,0.7160886571910807,4.152288913726807,0,False,False,True,True,False,False
12,machine,001 knn,009 bayesian selection,8078.134528301888,0.718784571626661,29.11155128479004,1,True,False,True,True,True,False
13,machine,001 knn,013 bayesian weighting,7307.611698113206,0.7456079560359941,74.01923036575317,417,0.19857197308020985,0.0003149840588158901,0.46159089227404293,0.7326401588936483,0.5946707536285161,0.20536663469438968
