,dataset,base,method,PM1,PM2,Time,TriesToOpt,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
0,breast_cancer,001 knn,000 all,0.9790209790209791,0.9790209790209791,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,breast_cancer,000 rf,000 all,0.951048951048951,0.951048951048951,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,breast_cancer,001 knn,003 feature importance selection,0.972027972027972,0.972027972027972,0.16901040077209473,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,breast_cancer,001 knn,011 feature importance weighting,0.951048951048951,0.951048951048951,0.16901040077209473,0,0.04769124424664292,0.014837944956232746,0.02324959985408477,0.03202485584622569,0.007755007186886371,0.01942425111751887,0.053097810261114174,0.10939559156540525,0.003196151721298238,0.002311825768480776,0.012549373197250555,0.005693814673533343,0.015505827394174365,0.058818756968718536,0.0047240182324699,0.004475370618465705,0.0030015689690563634,0.004726197137531712,0.00402418542260423,0.004939555181625,0.09999582121104314,0.017631060513490095,0.12126628007918211,0.1007265393627987,0.013145477759090342,0.009140961829963707,0.046431767171712685,0.1471774325601058,0.006763989293888066,0.006277719899405871
4,breast_cancer,001 knn,004 l1,0.951048951048951,0.951048951048951,0.014415502548217773,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
5,breast_cancer,001 knn,005 relieff selection,0.9440559440559441,0.9440559440559441,0.055274248123168945,0,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,False
6,breast_cancer,001 knn,012 relieff weighting,0.9440559440559441,0.9440559440559441,0.055274248123168945,0,0.005869405722670584,0.005869405722670584,0.007336757153338258,0.0029347028613352366,0.005869405722670584,0.005869405722670584,0.013206162876008842,0.00880410858400582,0.007336757153338258,0.00440205429200291,0.005869405722670584,0.005869405722670584,0.0029347028613352366,0.0029347028613352366,0.00440205429200291,0.00440205429200291,0.010271460014673495,0.011738811445341168,0.00440205429200291,0.005869405722670584,0.0029347028613352366,0.0029347028613352366,0.007336757153338258,0.005869405722670584,0.005869405722670584,0.0029347028613352366,0.00880410858400582,0.013206162876008842,0.0,0.0029347028613352366
7,breast_cancer,001 knn,006 forward selection,0.9020979020979021,0.9020979020979021,14.696083545684814,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,breast_cancer,001 knn,007 backward selection,0.9440559440559441,0.9440559440559441,7.3287036418914795,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
9,breast_cancer,001 knn,008 stepwise selection,0.9370629370629371,0.9370629370629371,7.379093170166016,0,False,True,True,False,True,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
10,breast_cancer,001 knn,009 bayesian selection,0.972027972027972,0.972027972027972,42.37549185752869,50,False,False,False,True,True,True,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
11,breast_cancer,001 knn,013 bayesian weighting,0.986013986013986,0.986013986013986,110.34006428718567,256,0.3242180113306324,0.8765221163630869,0.7178994985899148,0.13941077762394913,0.1074022249198512,0.09337168800404,0.2378870311358326,0.019878832314469,0.7223392330922427,0.46662423554161614,0.5992680226444606,0.0015569180925107424,0.1901897482436135,0.1671351849277941,0.2239799220129804,0.8678074043831118,0.8256986631227607,0.9240217887718903,0.19516569790022698,0.3266033760466852,0.12062161120587538,0.8840967768526846,0.5504522901338061,0.5294142805639167,0.9971855211390939,0.676542125381208,0.15879377546253715,0.19967201769272824,0.701394177410424,0.6039315973177684
