,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9210526315789473,0.9210526315789473,0.1396656036376953,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,1.0,1.0,0.1396656036376953,0,0.08019245457536013,0.030021546492824396,0.46023179877357007,0.42955420015824547
4,iris,001 knn,004 l1,1.0,1.0,0.00380706787109375,0,False,False,True,True
5,iris,001 knn,005 relieff selection,1.0,1.0,0.011849164962768555,0,False,True,True,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.011849164962768555,0,0.0,0.3307086614173228,0.11023622047244097,0.5905511811023623
7,iris,001 knn,006 forward selection,0.9736842105263158,0.9736842105263158,0.9306602478027344,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.8359825611114502,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.9473684210526315,0.9473684210526315,1.39353346824646,0,False,True,True,False
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,28.088821172714233,1,True,True,False,True
11,iris,001 knn,013 bayesian weighting,1.0,1.0,70.65646862983704,4,0.5809825601191818,0.7337238155467929,0.43055779994946586,0.08357980056759118
