,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,33.82050494488188,0.6843512103217517,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,10.09641123916757,0.9057695917630175,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,33.95367911811022,0.6831082878206113,0.02267599105834961,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,23.79273725984252,0.7779409641742094,0.02267599105834961,0,0.37048470720831117,0.35117291419790136,0.47119029413028296,0.2106735886925838,0.4193848803429171,0.7057163021643081,0.3623988235791726,0.24756067364158515,0.35472613895022875,0.45045721527112836,0.48579894306925286,0.3224903480059851,0.7383555278063842
4,boston,001 knn,003 feature importance selection,23.2771965984252,0.782752535913647,0.26780200004577637,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,19.666386771653542,0.8164524393726957,0.26780200004577637,0,0.042781525174843335,0.0011207761258338858,0.010606013630650422,0.0007678325302088814,0.0247632095513153,0.246385350147614,0.016473463041181635,0.050849324316326557,0.004603681399373053,0.018317505286164507,0.02094532796703901,0.012329655324110074,0.5500563355053394
6,boston,001 knn,004 l1,19.670303622047243,0.8164158831743735,0.015181303024291992,0,False,False,False,True,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,19.72243981102362,0.8159292930132966,0.03543496131896973,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,19.829499842519677,0.8149300953543699,0.03543496131896973,0,1.0,0.35285505124450955,0.8799414348462664,0.0,0.27206946454413894,0.9942112879884226,0.9638205499276411,0.9218523878437048,0.7174231332357248,0.8799414348462664,0.8257686676427526,0.7785817655571635,1.0
9,boston,001 knn,006 forward selection,35.725607181102355,0.6665707775323437,4.458169221878052,0,True,False,False,False,False,False,False,False,False,False,False,False,True
10,boston,001 knn,007 backward selection,19.813443527559055,0.8150799498994832,5.338754415512085,0,True,False,True,True,True,True,True,True,False,True,False,True,True
11,boston,001 knn,008 stepwise selection,35.40372699212599,0.6695749045327353,10.54706358909607,0,False,False,False,True,True,False,False,True,False,False,False,False,True
12,boston,001 knn,009 bayesian selection,19.628081133858267,0.8168099481747564,33.19165635108948,157,False,True,False,False,True,True,True,True,True,True,False,True,True
13,boston,001 knn,013 bayesian weighting,17.26793637795277,0.8388373199387541,85.01008176803589,454,0.7586764214775559,0.177759052169036,0.14038199525410142,0.5595655566463476,0.8367425246078628,0.06817028700158359,0.3358519305191032,0.09653279947040835,0.7983241656472995,0.44750172229132723,0.7574054749176291,0.8153330720923024,0.05241979107703027
