,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9777777777777777,0.9777777777777777,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,0.9555555555555556,0.9555555555555556,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.9333333333333333,0.9333333333333333,0.14926385879516602,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,0.9777777777777777,0.9777777777777777,0.14926385879516602,0,0.1288835189510971,0.034062103704384054,0.017764039263988188,0.03318138414704312,0.025186709030331985,0.06288403923935801,0.15139059911198802,0.01744510853267527,0.024119300532013385,0.1525091393629863,0.0730828425109608,0.08676804275395915,0.19272317285921464
4,wine,001 knn,004 l1,0.9777777777777777,0.9777777777777777,0.0038938522338867188,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.9333333333333333,0.9333333333333333,0.013856172561645508,0,True,False,False,True,True,True,True,True,True,False,True,True,False
6,wine,001 knn,012 relieff weighting,0.9555555555555556,0.9555555555555556,0.013856172561645508,0,0.018648018648018683,0.0,0.004662004662004615,0.10722610722610726,0.08391608391608396,0.05128205128205132,0.027972027972028024,0.12587412587412583,0.04195804195804198,0.004662004662004615,0.037296037296037254,0.04195804195804198,0.004662004662004615
7,wine,001 knn,006 forward selection,0.9333333333333333,0.9333333333333333,6.1366729736328125,0,True,False,False,False,False,False,True,False,False,False,False,False,True
8,wine,001 knn,007 backward selection,1.0,1.0,4.2216105461120605,0,True,True,True,True,False,True,True,True,True,True,False,True,True
9,wine,001 knn,008 stepwise selection,0.9333333333333333,0.9333333333333333,4.575676441192627,0,True,False,False,True,True,False,False,False,True,False,True,False,True
10,wine,001 knn,009 bayesian selection,1.0,1.0,33.84091258049011,2,True,True,True,True,True,False,True,False,False,False,True,False,False
11,wine,001 knn,013 bayesian weighting,1.0,1.0,85.606853723526,8,0.7353642115282498,0.6940166933153069,0.22268274249654418,0.6982720049889842,0.2541309823783975,0.16549382571927151,0.8847338411342122,0.19534699050420645,0.5841565925544251,0.7340224488157145,0.41469838808569015,0.0457553791384232,0.2172467012405902
