,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9210526315789473,0.9210526315789473,0.1374988555908203,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.1374988555908203,0,0.09156482998678318,0.01948965434038277,0.4023436413602636,0.4866018743125704
4,iris,001 knn,004 l1,0.9473684210526315,0.9473684210526315,0.003637075424194336,0,False,True,True,True
5,iris,001 knn,005 relieff selection,0.9473684210526315,0.9473684210526315,0.03394770622253418,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9473684210526315,0.9473684210526315,0.03394770622253418,0,0.10344827586206895,0.23448275862068968,0.0,0.43448275862068964
7,iris,001 knn,006 forward selection,0.9473684210526315,0.9473684210526315,1.422752857208252,0,False,False,True,True
8,iris,001 knn,007 backward selection,0.9473684210526315,0.9473684210526315,0.8631300926208496,0,True,False,True,True
9,iris,001 knn,008 stepwise selection,0.9473684210526315,0.9473684210526315,0.9363853931427002,0,True,True,True,True
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,28.229150533676147,68,False,True,False,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,70.94287943840027,0,0.04014118323441407,0.5703356348115544,0.5694455420035086,0.2099809644198598
