,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.8522727272727273,0.8522727272727273,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9204545454545454,0.9204545454545455,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.6704545454545454,0.6704545454545454,0.1704549789428711,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.8636363636363636,0.8636363636363636,0.1704549789428711,0,0.01794412246279271,0.0,0.08142749089403749,0.018395922319427518,0.14088872668862065,0.037993563875735825,0.09050506762701346,0.06950462428140766,0.015903348710364983,0.017851058940192784,0.011943625858447694,0.015567542982411477,0.010786958804475198,0.04218930392251986,0.007105294153924668,0.029321378953246824,0.007270479699298724,0.027084244352251388,0.005365730918745368,0.025041085516045516,0.022790828833158937,0.011312509578096043,0.017319814753570712,0.014417829324140706,0.009434127191104643,0.014602483344793709,0.08672262327533697,0.032314068876189726,0.01997800149474542,0.007516552560759505,0.024348553902203092,0.013879498300179021,0.024601195659659375,0.02867234194510238
4,ionosphere,001 knn,004 l1,0.875,0.875,0.0036432743072509766,0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.8636363636363636,0.8636363636363636,0.044300079345703125,0,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True
6,ionosphere,001 knn,012 relieff weighting,0.8863636363636364,0.8863636363636365,0.044300079345703125,0,1.0,0.9393939393939394,0.10896309314586994,0.01405975395430581,0.0527240773286467,0.04569420035149385,0.038664323374341,0.017574692442882234,0.0035149384885764245,0.02108963093145866,0.0,0.04217926186291743,0.017574692442882234,0.01405975395430581,0.0773286467486819,0.07029876977152905,0.024604569420035194,0.007029876977152849,0.010544815465729385,0.03163444639718804,0.017574692442882234,0.007029876977152849,0.02811950790861162,0.038664323374341,0.02108963093145866,0.017574692442882234,0.05623901581722324,0.02108963093145866,0.0035149384885764245,0.02108963093145866,0.010544815465729385,0.02108963093145866,0.02108963093145866,0.05623901581722324
7,ionosphere,001 knn,006 forward selection,0.8863636363636364,0.8863636363636365,20.35714340209961,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.8522727272727273,0.8522727272727273,12.084667444229126,0,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.9090909090909091,0.9090909090909091,12.285189628601074,0,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True
10,ionosphere,001 knn,009 bayesian selection,0.9204545454545454,0.9204545454545455,44.70216202735901,7,True,False,False,False,True,True,False,True,True,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
11,ionosphere,001 knn,013 bayesian weighting,0.9545454545454546,0.9545454545454546,117.741215467453,264,0.00417538972642861,0.48092727679954694,0.08303315236956549,0.7834348573894739,0.9638832812510192,0.9657684270016013,0.19490602648652838,0.5593411024419724,0.022148143379634506,0.8893328881364017,0.4620160929720672,0.30202194780264985,0.8030281919018599,0.14263257011171646,0.21751346916010633,0.07484775987402198,0.6494585716223324,0.43364923247754816,0.9877606714369245,0.8531623901840677,0.6975346989626546,0.3270452709773662,0.044308532753056545,0.8884292728817984,0.8206508636250882,0.7086094974614752,0.4722394121553559,0.5072893796477889,0.2794196648229691,0.672631593412667,0.0428473198740249,0.5109289046914581,0.7734647495085785,0.0014247301177264555
