,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,888999.5256316197,0.7324627693910356,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,443943.45809643454,0.8663988001099305,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,986137.3154810091,0.7032299357004697,0.02136087417602539,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,633434.5146604938,0.8093729963421542,0.02136087417602539,0,0.40122589189545255,0.5816716333460253,0.28145671640235,0.06536152820891591,0.07279528418977825,0.04985222545495188,0.3063317656187703,0.641974368649514,0.6442919820964065,0.0982086468718436,0.2583086490174313
4,bike,001 knn,003 feature importance selection,810707.1774354045,0.7560242195497477,0.23650026321411133,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,974497.1360385888,0.7067329537359448,0.23650026321411133,0,0.03918814906470153,0.28454026211301975,0.028722585089883807,0.0032428706163794207,0.014381083150355113,0.005250201103760016,0.016456163250077045,0.3069563067237356,0.20828401253752454,0.06326953245797329,0.029708833892589964
6,bike,001 knn,004 l1,974497.1360385888,0.7067329537359448,0.008282184600830078,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1928817.0982974097,0.4195380650365629,0.07317376136779785,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1290736.7916329354,0.6115631822939038,0.07317376136779785,0,0.424183325207216,0.11311555338859092,0.3538311371400683,0.0,0.038555392874572963,0.05363237445148705,0.158946855192589,0.9941434846266471,0.9980478282088824,0.9990239141044412,1.0
9,bike,001 knn,006 forward selection,1101128.158980132,0.6686243696364307,10.249027252197266,0,True,True,False,True,False,False,True,False,True,False,False
10,bike,001 knn,007 backward selection,1303994.2253128584,0.6075734646512665,5.285491704940796,0,True,True,False,True,False,False,True,True,True,True,False
11,bike,001 knn,008 stepwise selection,1337679.7349726777,0.5974360824522866,10.282100200653076,0,False,True,True,False,False,False,True,True,True,True,False
12,bike,001 knn,009 bayesian selection,1004601.3273122851,0.697673340394346,32.16551208496094,119,True,True,True,False,True,True,False,False,True,True,False
13,bike,001 knn,013 bayesian weighting,605069.7628895972,0.8179091394073654,82.2612817287445,408,0.9067802682096114,0.9518972820702711,0.1499476995163348,0.597555022902961,0.45071807191589924,0.9763609046838314,0.2847183711220114,0.0174428292262013,0.10462042366586119,0.98117113448699,0.44847684380166786
