,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6851851851851852,0.6851851851851852,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.8148148148148148,0.8148148148148148,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5925925925925926,0.5925925925925926,0.15294599533081055,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6851851851851852,0.6851851851851852,0.15294599533081055,0,0.15603159525997315,0.1061501968826356,0.18841226808845685,0.13905708427370028,0.07795103474695246,0.10495836109382992,0.12004421421597423,0.07338783348141979,0.03400741195705759
4,glass,001 knn,004 l1,0.6481481481481481,0.6481481481481481,0.0038492679595947266,0,False,True,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.6666666666666666,0.6666666666666666,0.020472049713134766,0,True,False,True,True,False,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.6666666666666666,0.6666666666666666,0.020472049713134766,0,0.18181818181818177,0.045454545454545414,1.0,0.13636363636363635,0.0,0.30952380952380953,0.06818181818181823,0.75,0.0
7,glass,001 knn,006 forward selection,0.5925925925925926,0.5925925925925926,4.275472164154053,0,True,False,True,False,False,False,False,True,False
8,glass,001 knn,007 backward selection,0.6851851851851852,0.6851851851851852,2.0215344429016113,0,False,True,True,True,True,True,True,True,True
9,glass,001 knn,008 stepwise selection,0.5370370370370371,0.5370370370370371,2.14597487449646,0,False,False,False,False,True,False,True,True,False
10,glass,001 knn,009 bayesian selection,0.7222222222222222,0.7222222222222222,30.4544575214386,38,True,True,False,True,False,True,True,True,False
11,glass,001 knn,013 bayesian weighting,0.7962962962962963,0.7962962962962963,78.0830352306366,269,0.43347887226079684,0.6078374902523913,0.14517756769941625,0.867024568873203,0.8867802956019482,0.5463918691968324,0.9410468908557773,0.6853186250109453,0.7259336977196224
