,dataset,base,method,PM1,PM2,Time,TriesToOpt,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
0,breast_cancer,001 knn,000 all,0.9440559440559441,0.9440559440559441,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,breast_cancer,000 rf,000 all,0.9230769230769231,0.9230769230769231,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,breast_cancer,001 knn,003 feature importance selection,0.951048951048951,0.951048951048951,0.18142223358154297,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,breast_cancer,001 knn,011 feature importance weighting,0.9440559440559441,0.9440559440559441,0.18142223358154297,0,0.06628709803024728,0.012520205260971492,0.05375417608118535,0.02790903021806613,0.0034848162911381023,0.008616650688048125,0.054948917100848066,0.09476142857789244,0.0036793062003846145,0.004132230315491104,0.008520210717787318,0.0041597403177501425,0.02366300402089363,0.03852987014191196,0.002414632873797585,0.003105352961349305,0.006553078348822619,0.005966776375675096,0.0030627141886334173,0.005813769954695299,0.11793717866391738,0.016544011793396884,0.13099338830574367,0.12743025860396556,0.011015616785618024,0.012281059919750242,0.03305769094417445,0.10882018019279661,0.006810634334464664,0.00322697179058329
4,breast_cancer,001 knn,004 l1,0.9300699300699301,0.9300699300699301,0.004788875579833984,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
5,breast_cancer,001 knn,005 relieff selection,0.9230769230769231,0.9230769230769231,0.05633068084716797,0,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,False
6,breast_cancer,001 knn,012 relieff weighting,0.9230769230769231,0.9230769230769231,0.05633068084716797,0,0.006949270326615742,0.0,0.006949270326615742,0.002779708130646319,0.002779708130646319,0.004169562195969423,0.006949270326615742,0.004169562195969423,0.004169562195969423,0.001389854065323104,0.0,0.002779708130646319,0.0,0.001389854065323104,0.001389854065323104,0.002779708130646319,0.005559416261292527,0.004169562195969423,0.0,0.0,0.0,0.0,0.0,0.0,0.006949270326615742,0.0,0.004169562195969423,0.005559416261292527,0.002779708130646319,0.0
7,breast_cancer,001 knn,006 forward selection,0.5944055944055944,0.5944055944055944,11.024288892745972,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
8,breast_cancer,001 knn,007 backward selection,0.9230769230769231,0.9230769230769231,7.383479833602905,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,breast_cancer,001 knn,008 stepwise selection,0.9230769230769231,0.9230769230769231,7.37097430229187,0,False,False,True,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,False,True,True,False
10,breast_cancer,001 knn,009 bayesian selection,0.9440559440559441,0.9440559440559441,42.84071969985962,15,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
11,breast_cancer,001 knn,013 bayesian weighting,0.965034965034965,0.965034965034965,111.917062997818,131,0.2126044360007885,0.1106824154729936,0.1684590043488602,0.01631849723645324,0.12416237842772528,0.29902150003291394,0.1136531861813169,0.23181226904245866,0.6522606463132837,0.9461652201509826,0.5529028427215121,0.1395247371911295,0.1890753158569339,0.3452883556145549,0.24832022682900395,0.8051787909208344,0.3308334029992077,0.6548269532709119,0.13155368847703183,0.852289026522765,0.936980728358455,0.4561733129484504,0.4851410122288574,0.294282010867962,0.994069464663212,0.5178505162089188,0.11903166645815536,0.11482645043813136,0.9042061496240963,0.736643222506202
