,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,2504.557358490566,0.7159207950872515,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,1490.4835910446545,0.8309420257259967,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,2504.557358490566,0.7159207950872515,0.01606583595275879,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,2490.3132075471704,0.7175364366939168,0.01606583595275879,0,0.29864040439608774,0.8115971382599373,0.8927719918667942,0.7124202164393,0.6422859828343843,0.6640885804271787
4,machine,001 knn,003 feature importance selection,3614.4524528301877,0.5900310386128452,0.13042473793029785,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,3648.278301886793,0.5861943445667204,0.13042473793029785,0,0.010466572313415579,0.13326543612699443,0.6970109241459045,0.06612307479229729,0.04330028510718173,0.049833707514206516
6,machine,001 knn,004 l1,3648.278301886793,0.5861943445667204,0.005065202713012695,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,3053.9618867924523,0.6536046332926877,0.026564359664916992,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,3247.030943396226,0.6317057920034991,0.026564359664916992,0,1.0,0.2853185595567867,0.12465373961218837,0.41274238227146814,0.0,0.817174515235457
9,machine,001 knn,006 forward selection,4592.841698113208,0.47905732185888283,2.779844284057617,0,False,True,False,True,False,False
10,machine,001 knn,007 backward selection,2916.950754716981,0.6691451092703082,1.7497787475585938,0,True,False,True,True,True,False
11,machine,001 knn,008 stepwise selection,2916.950754716981,0.6691451092703082,2.7715606689453125,0,True,False,True,True,True,False
12,machine,001 knn,009 bayesian selection,2916.950754716981,0.6691451092703082,29.111700296401978,4,True,False,True,True,False,False
13,machine,001 knn,013 bayesian weighting,2002.111132075472,0.7729107154927611,73.7742645740509,313,0.339492618304427,0.31734206752085004,0.3871636463373496,0.9280739463139772,0.12206820659101081,0.6379986290809062
