,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,764196.5635414559,0.7978060346369243,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,347185.3405417694,0.9081404129917132,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,916436.1950473925,0.7575259074443229,0.02217841148376465,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,483256.5070920192,0.8721381983142822,0.02217841148376465,0,0.37925887660678126,0.5646455048635294,0.25816618559854493,0.09696576413971908,0.07813931879175026,0.08260629284230958,0.26726281283274717,0.6236250480256189,0.6242276932666194,0.11358807357150273,0.24927191555866834
4,bike,001 knn,003 feature importance selection,573585.2993363354,0.848238670939157,0.24528241157531738,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,749739.3427401672,0.8016311798173679,0.24528241157531738,0,0.04958289991681551,0.28542570310195614,0.0323988698241364,0.004534308999666851,0.014348941605716923,0.0038089481727753395,0.022987932390288415,0.3840692973260536,0.09860352716339756,0.07086581244706783,0.03337375905212563
6,bike,001 knn,004 l1,749739.3427401672,0.8016311798173679,0.007503509521484375,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1652062.9770289415,0.562891041007817,0.07641720771789551,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1026487.9724414762,0.7284079993979369,0.07641720771789551,0,0.43114355231143553,0.11970802919708035,0.34275962944904925,0.0,0.01121404193076548,0.0360097323600973,0.12652068126520677,0.9834227206240859,1.0,0.9951243295953194,1.0
9,bike,001 knn,006 forward selection,747494.4196729745,0.8022251499011736,12.809559106826782,0,True,True,False,False,False,False,True,False,True,True,False
10,bike,001 knn,007 backward selection,1024579.215901808,0.7289130252932114,4.444639205932617,0,True,True,False,False,True,False,True,True,True,True,True
11,bike,001 knn,008 stepwise selection,1035902.1514243068,0.7259171609540227,5.141040563583374,0,True,True,False,False,True,False,False,True,True,True,False
12,bike,001 knn,009 bayesian selection,588736.0487839844,0.8442300293733715,31.844303369522095,47,True,True,True,True,True,False,False,False,True,True,True
13,bike,001 knn,013 bayesian weighting,447721.48359812447,0.8815401868238928,82.73400950431824,364,0.7890269153708661,0.7182780892389979,0.19983824590351165,0.47363648788795815,0.9072250755978679,0.8714263931491085,0.19399339602944224,0.020206483478235126,0.27913713631885856,0.8329626981935637,0.82544721451424
