,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.308852072724288,-0.07763732386729116,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.221060880799492,-0.03666152197742534,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.2961709136096515,-0.07171849929932872,0.006429195404052734,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.356977562152542,-0.10009949208063817,0.006429195404052734,0,0.036129514835710114,0.04099709171791406,0.1143915360775053,0.08108614656495068,0.04943076536947286,0.08636899466509998,0.06506637142939933,0.0009132366973279154,0.07914866245889436,0.0317862264145768,0.0933794638084481,0.042533484815865844
4,fire,001 knn,003 feature importance selection,2.4069301640869902,-0.12341444971901572,0.24901580810546875,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.332965730147535,-0.08889217105357283,0.24901580810546875,0,0.08584675660525472,0.06045461661312177,0.025912608043798004,0.05969421903728582,0.06848790460305455,0.10591777163299863,0.08787678222753462,0.0850924662202867,0.20302069482563437,0.11739721625883302,0.09910715848823509,0.0011918054439624744
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.328806363867667,-0.08695082175719593,0.03227806091308594,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.27924189310312,-0.06381702108430076,0.03227806091308594,0,0.22252747252747251,0.8983516483516484,0.7774725274725275,0.3021978021978022,0.8296703296703297,0.8736263736263736,0.8736263736263736,0.7967032967032966,1.0,0.8901098901098901,0.6840659340659341,0.0
9,fire,001 knn,006 forward selection,2.1521593257984155,-0.00450229955740955,2.767698049545288,0,False,True,False,False,False,False,False,False,False,False,False,False
10,fire,001 knn,007 backward selection,2.290313708203441,-0.06898469784281436,4.879092693328857,0,True,True,True,True,False,True,True,True,False,False,True,True
11,fire,001 knn,008 stepwise selection,2.2868963332204677,-0.06738966675580449,2.7566492557525635,0,False,False,True,True,True,True,False,True,True,True,False,False
12,fire,001 knn,009 bayesian selection,2.1102545834239987,0.015056387187051934,32.540748834609985,3,False,True,False,True,False,False,False,True,False,True,True,False
13,fire,001 knn,013 bayesian weighting,2.1373187476134525,0.0024244157349290196,83.30778765678406,392,0.9227522376039118,0.06222312371818679,0.12839828402701386,0.28247861674696545,0.698009559352118,0.7193832328771533,0.47101128189878133,0.16883164623123437,0.28860550320068523,0.4487341182300467,0.9097634315866409,0.42378739508355623
