,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,1452.7333962264154,0.8650138451897732,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,1150.7824960911885,0.8930707419724975,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,1452.7333962264154,0.8650138451897732,0.015281200408935547,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,1320.3994339622643,0.8773101500473889,0.015281200408935547,0,0.30408041995254087,0.7886556272999437,0.8778800796733556,0.6275325364742373,0.6341205196568219,0.6477147794520804
4,machine,001 knn,003 feature importance selection,955.8028301886793,0.9111880065956757,0.12676668167114258,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,2233.099622641509,0.7925031997257359,0.12676668167114258,0,0.05480962524522211,0.10543658602103362,0.6292968690518531,0.09803350960233607,0.0652111739924342,0.04721223608712105
6,machine,001 knn,004 l1,2339.9309433962267,0.7825765681500895,0.005822658538818359,0,True,True,True,True,False,True
7,machine,001 knn,005 relieff selection,1976.2960377358488,0.8163650649227098,0.037262916564941406,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,2412.143018867924,0.775866713180065,0.037262916564941406,0,1.0,0.2731829573934837,0.05263157894736842,0.2531328320802005,0.0,0.7593984962406015
9,machine,001 knn,006 forward selection,8406.075283018869,0.2189180874842659,3.4832377433776855,0,True,False,False,False,True,True
10,machine,001 knn,007 backward selection,1922.7409433962264,0.8213413367384352,2.3030097484588623,0,False,True,False,True,False,False
11,machine,001 knn,008 stepwise selection,3591.71037735849,0.6662628020454429,1.403900146484375,0,True,False,True,True,False,True
12,machine,001 knn,009 bayesian selection,1770.4100000000003,0.8354957358601761,29.20564842224121,40,True,False,False,True,False,False
13,machine,001 knn,013 bayesian weighting,747.9041509433962,0.9305056896436061,74.02651810646057,327,0.5984477650818429,0.1465713568147236,0.12838948613038817,0.8389875134582908,0.023533101191367947,0.019426797459241266
