,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.1212532212788977,-0.024064746005235893,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.2981158468696967,-0.10944765924567634,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.13720382951795,-0.03176512586139757,0.009703874588012695,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.143253139205249,-0.034685514962655484,0.009703874588012695,0,0.06050833153327739,0.02750617497282726,0.15605921668716974,0.030959008918628662,0.0376540830048866,0.045501510915297805,0.08410769652196295,0.005639251604700478,0.05870155870144098,0.05990887119283529,0.03822500955737182,0.03471870789378606
4,fire,001 knn,003 feature importance selection,2.202989974226155,-0.06352430995854874,0.2512702941894531,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.0785839823960357,-0.003465572441001763,0.2512702941894531,0,0.08383202694052493,0.06627296229468879,0.03635663031872141,0.05267027546643854,0.07962005173850756,0.10436373678720454,0.1024232663330695,0.08147989876828773,0.1836142478914009,0.12006439389308043,0.08856431915703512,0.0007381904110405965
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.0468199291860762,0.011868969779724958,0.03388547897338867,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.1652059931832044,-0.04528356313885151,0.03388547897338867,0,0.22767857142857142,0.9576837416481069,0.7037861915367483,0.26339285714285715,0.8013392857142857,0.8459821428571429,0.8482142857142857,0.7700892857142857,1.0,0.9107142857142857,0.6875,0.0
9,fire,001 knn,006 forward selection,2.123002180873339,-0.024909080780965764,2.815692663192749,0,False,False,True,False,False,False,False,False,False,False,False,False
10,fire,001 knn,007 backward selection,2.2081678292160793,-0.06602399208132348,4.887028694152832,0,True,False,True,True,True,False,True,True,True,True,False,True
11,fire,001 knn,008 stepwise selection,2.1097846056924916,-0.01852811096812146,2.7795867919921875,0,True,True,False,False,True,False,False,True,True,False,True,True
12,fire,001 knn,009 bayesian selection,2.051252732524854,0.009728971791894137,32.46851897239685,35,True,True,False,True,False,True,False,True,True,True,True,False
13,fire,001 knn,013 bayesian weighting,1.9010004005987062,0.08226539252052278,83.68618893623352,480,0.6942046945199446,0.15947881362710428,0.03969786491418612,0.4854196863258811,0.4283228867970939,0.8385526333970995,0.07521917160649146,0.5475662417978756,0.034706825443938404,0.34298351920225595,0.9797645498187009,0.8072710402766369
