,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,4698.058301886793,0.7121266831471358,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,3200.395706280052,0.803895893152604,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,4698.058301886793,0.7121266831471358,0.014254570007324219,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,5142.501132075472,0.6848934681769202,0.014254570007324219,0,0.2843773604102395,0.7932281139409735,0.9049558964632857,0.6430559049752401,0.6092874923470705,0.6066177970242728
4,machine,001 knn,003 feature importance selection,3200.4494339622634,0.8038926009912277,0.12984323501586914,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,6819.157169811322,0.582156442838057,0.12984323501586914,0,0.009305405377216306,0.07549907545754178,0.7985323458236003,0.05144093145555699,0.013902778627615348,0.05131946325846917
6,machine,001 knn,004 l1,6819.157169811322,0.582156442838057,0.008153200149536133,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,5872.68320754717,0.6401515934564368,0.02066779136657715,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,7064.063773584906,0.567149801409372,0.02066779136657715,0,1.0,0.33875338753387535,0.17073170731707318,0.4634146341463415,0.07859078590785908,0.9132791327913279
9,machine,001 knn,006 forward selection,7612.368679245282,0.5335524423098142,4.1591527462005615,0,True,True,False,False,True,False
10,machine,001 knn,007 backward selection,7651.057924528301,0.5311817604982063,2.0919198989868164,0,True,True,False,False,True,False
11,machine,001 knn,008 stepwise selection,7651.057924528301,0.5311817604982063,2.067582368850708,0,True,True,False,False,True,False
12,machine,001 knn,009 bayesian selection,4464.519622641509,0.7264367554978295,29.827369689941406,39,False,True,False,True,False,False
13,machine,001 knn,013 bayesian weighting,1485.0235849056608,0.9090052448221353,74.26370573043823,292,0.5141782852586503,0.17213754035514156,0.06346108801709924,0.8718913351486164,0.38612790964255383,0.048307462295797826
