,dataset,base,method,PM1,PM2,Time,TriesToOpt,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0,student,001 knn,000 all,18.474831416659672,0.1257890235186242,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,student,000 rf,000 all,11.838571000827047,0.4398103841183343,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,student,001 knn,002 intercorrelation,18.474831416659672,0.1257890235186242,0.03967595100402832,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,student,001 knn,010 correlation weighting,16.680936791740116,0.2106743648994096,0.03967595100402832,0,0.03498746833101593,0.12047079775114324,0.14841579574763447,0.05534805549091386,0.032669030045997395,0.03554338498679291,0.2039765232952385,0.1758561691816561,0.036500431785193334,0.1269735413632786,0.0020103289394000816,0.03373101531762475,0.08175528378132055,0.09939738931863902,0.34793580447910366,0.07955085061554774,0.03135763522220245,0.09306460769346529,0.027120788865288036,0.03642467685461245,0.15546096452902733,,0.13226219409056472,0.10632098854441213,0.010434464849880044,0.10279072752666524,0.052834488005079915,0.042641845365617756,0.04948845657659976,0.02063923080020306
4,student,001 knn,003 feature importance selection,20.20935112901872,0.04371324500298135,0.2125530242919922,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
5,student,001 knn,011 feature importance weighting,16.98139287612972,0.19645707647061494,0.2125530242919922,0,0.01001840991130717,0.024080117780486174,0.06394581694116543,0.010853819855547694,0.012742560186874828,0.00939750558515961,0.05008770985895628,0.04602528274234963,0.01373783122190938,0.010319286337504046,0.007426772207424767,0.009086893845398491,0.020053664238552243,0.04659957800808484,0.12395977448278635,0.02820766946141495,0.019328588081369003,0.015102064060149138,0.027024262617661006,0.012280354298395788,0.017083972060287396,0.0,0.019213544896954548,0.048093096525329095,0.04543866575431594,0.047791081551969886,0.012719472940570332,0.03983533080658973,0.05295910597861147,0.15658776776287472
6,student,001 knn,004 l1,18.22202635776043,0.13775151196658086,0.0070760250091552734,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,student,001 knn,005 relieff selection,16.974929348890566,0.1967629242660196,0.05757427215576172,0,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True
8,student,001 knn,012 relieff weighting,15.408265480287643,0.27089592821616215,0.05757427215576172,0,0.12,0.4658823529411765,0.378698224852071,0.3482352941176471,0.4494117647058824,0.1505882352941177,0.10355029585798817,0.28402366863905326,0.1623529411764706,0.04941176470588238,0.4329411764705883,0.37411764705882355,0.7341176470588235,0.12721893491124261,0.45882352941176474,0.1505882352941177,0.49882352941176467,0.4447058823529412,0.5576470588235294,0.2564705882352941,0.03294117647058825,0.0,0.4541176470588235,0.13313609467455623,0.3047337278106509,0.34023668639053256,0.6776470588235295,0.3431952662721893,0.35798816568047337,1.0
9,student,001 knn,006 forward selection,15.729958868463022,0.25567371131675354,24.279056310653687,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
10,student,001 knn,007 backward selection,15.418562354850446,0.27040869016980373,6.871088981628418,0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,student,001 knn,008 stepwise selection,16.470802204874225,0.2206177282911257,13.879211902618408,0,False,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,True
12,student,001 knn,009 bayesian selection,13.900416911497244,0.3422458496297688,42.39311695098877,186,False,False,False,False,False,True,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,False,False,True,False,True,True,True
13,student,001 knn,013 bayesian weighting,12.89621981588741,0.3897634752975845,111.51668906211853,381,0.9969845890778994,0.40985888110112006,0.07270626878426299,0.8858761980852603,0.060056947175670464,0.8180150910421192,0.9612954426001589,0.0384790205274441,0.8553568518782791,0.6018136079261976,0.143005051081866,0.5482454041368126,0.44759134312616417,0.09181038601532876,0.1665718632634631,0.9563920177803412,0.9222185622469707,0.020371684023910257,0.4586041392023468,0.5044146341316903,0.530110698038452,0.5043588925164683,0.06288736878826495,0.3237545197940371,0.08412344122708248,0.4982792055848535,0.000743385003411988,0.5693039743664146,0.5517879168583266,0.9608132683632751
