,dataset,base,method,PM1,PM2,Time,TriesToOpt,x0_high,x0_low,x0_med,x0_vhigh,x1_high,x1_low,x1_med,x1_vhigh,x2_2,x2_3,x2_4,x2_5more,x3_2,x3_4,x3_more,x4_big,x4_med,x4_small,x5_high,x5_low,x5_med
0,car,001 knn,000 all,0.75,0.75,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,car,000 rf,000 all,0.9629629629629629,0.9629629629629629,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,car,001 knn,003 feature importance selection,0.7175925925925926,0.7175925925925924,0.16997003555297852,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
3,car,001 knn,011 feature importance weighting,0.8263888888888888,0.8263888888888888,0.16997003555297852,0,0.03691560476320763,0.04824472376847377,0.04192826217729356,0.04066735034121456,0.03477006461002155,0.038726928827063245,0.03485462038534334,0.05124277946623712,0.02895106948049014,0.015657101941822606,0.016436542771437797,0.01747577914675906,0.12954674855645415,0.047391855198537794,0.05019665132552844,0.03260136514527754,0.021625940939321513,0.04164567197999121,0.08476266047638958,0.1321718332346064,0.05418644546452897
4,car,001 knn,004 l1,0.8101851851851852,0.8101851851851852,0.03535342216491699,0,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False
5,car,001 knn,005 relieff selection,0.7962962962962963,0.7962962962962963,0.12036919593811035,0,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True
6,car,001 knn,012 relieff weighting,0.8055555555555556,0.8055555555555556,0.12036919593811035,0,0.9514991181657848,0.9973544973544973,0.9488536155202821,0.9611992945326279,0.9788359788359788,0.8192239858906526,0.8941798941798942,0.9691358024691358,0.8359788359788359,1.0,0.8077601410934744,0.7160493827160493,0.9779541446208113,0.7654320987654321,0.753968253968254,0.6225749559082893,0.5634920634920635,0.6516754850088183,0.9285714285714286,0.9444444444444444,0.8324514991181657
7,car,001 knn,006 forward selection,0.6990740740740741,0.6990740740740741,5.6035401821136475,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,car,001 knn,007 backward selection,0.7685185185185185,0.7685185185185186,8.614880084991455,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
9,car,001 knn,008 stepwise selection,0.7962962962962963,0.7962962962962963,17.923190116882324,0,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False
10,car,001 knn,009 bayesian selection,0.8472222222222222,0.8472222222222222,40.04934763908386,176,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True
11,car,001 knn,013 bayesian weighting,0.8819444444444444,0.8819444444444444,108.397043466568,314,0.9752796434185418,0.6958055951475478,0.38846259460548316,0.2368530392560561,0.29313474769370773,0.6822822410290558,0.44997670548095436,0.9606496178374866,0.021732579443485563,0.5166074628642995,0.33530200189956527,0.6026574386569299,0.6595986337962948,0.12908361730503884,0.040206988058846316,0.4912172137290359,0.9225962888121508,0.8044579848899742,0.56848472079926,0.8619685101942565,0.2122140455408238
