,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,1.0,1.0,0.1402266025543213,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.1402266025543213,0,0.11768693007684196,0.028263309479195198,0.49541852172067147,0.3586312387232914
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.0037622451782226562,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.033875226974487305,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,1.0,1.0,0.033875226974487305,0,0.15384615384615385,0.3153846153846154,0.0,0.48461538461538467
7,iris,001 knn,006 forward selection,0.34210526315789475,0.34210526315789475,0.9175570011138916,0,False,False,True,False
8,iris,001 knn,007 backward selection,1.0,1.0,0.8095693588256836,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.9736842105263158,0.9736842105263158,0.8255069255828857,0,False,False,False,True
10,iris,001 knn,009 bayesian selection,1.0,1.0,27.829209327697754,1,False,True,False,True
11,iris,001 knn,013 bayesian weighting,1.0,1.0,70.8477988243103,1,0.6557727617036226,0.24898956786739979,0.8045307925666929,0.5291200600103629
