,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,6654.510566037737,0.6321922655326362,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,1599.778761295209,0.9115771181063206,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,6654.510566037737,0.6321922655326362,0.01440739631652832,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,6150.322641509431,0.6600597121955056,0.01440739631652832,0,0.30899397644616383,0.8338672858033584,0.8676609920681957,0.6783344366000595,0.6709688378564176,0.5707832070138444
4,machine,001 knn,003 feature importance selection,8524.762075471697,0.5288198290863204,0.1534106731414795,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,5544.734528301888,0.6935317443951415,0.1534106731414795,0,0.0315504702239511,0.1992173172812863,0.537200982371417,0.09193889231510059,0.0627747605751931,0.07731757723305198
6,machine,001 knn,004 l1,5446.3545283018875,0.6989693982327617,0.005804777145385742,0,True,True,True,True,False,True
7,machine,001 knn,005 relieff selection,7567.3545283018875,0.5817376052911838,0.020883798599243164,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,7170.332075471699,0.603681808017891,0.020883798599243164,0,1.0,0.4092140921409214,0.25745257452574527,0.4037940379403794,0.0,0.7886178861788617
9,machine,001 knn,006 forward selection,5614.535471698114,0.6896737105698925,3.442068576812744,0,True,False,True,True,True,False
10,machine,001 knn,007 backward selection,5614.535471698114,0.6896737105698925,1.7505872249603271,0,True,False,True,True,True,False
11,machine,001 knn,008 stepwise selection,5614.535471698114,0.6896737105698925,4.143382787704468,0,True,False,True,True,True,False
12,machine,001 knn,009 bayesian selection,5471.262264150944,0.6975926992550625,29.19067621231079,8,False,False,True,True,True,False
13,machine,001 knn,013 bayesian weighting,5005.198113207548,0.7233529708443546,73.8499608039856,255,0.9590524732364629,0.37591169180030115,0.4735439039221092,0.8144216042487876,0.6844406613576725,0.23866902612056057
