,dataset,base,method,PM1,PM2,Time,TriesToOpt,x0_high,x0_low,x0_med,x0_vhigh,x1_high,x1_low,x1_med,x1_vhigh,x2_2,x2_3,x2_4,x2_5more,x3_2,x3_4,x3_more,x4_big,x4_med,x4_small,x5_high,x5_low,x5_med
0,car,001 knn,000 all,0.7754629629629629,0.7754629629629629,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,car,000 rf,000 all,0.9722222222222222,0.9722222222222222,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,car,001 knn,003 feature importance selection,0.7384259259259259,0.7384259259259258,0.17002415657043457,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
3,car,001 knn,011 feature importance weighting,0.8333333333333334,0.8333333333333334,0.17002415657043457,0,0.03634574631876046,0.04911751385429939,0.03716775757931835,0.044283389737001855,0.03891252827510035,0.043120725826263834,0.03683697887182489,0.05477875528981049,0.029802205652870697,0.01645613682546314,0.016050414046797995,0.014986846590674998,0.1427567970147402,0.042074964704945074,0.04022674435290023,0.03148924378182166,0.02156913401946792,0.04592646153069166,0.07753076248819593,0.12740712525299702,0.05315976798605382
4,car,001 knn,004 l1,0.8310185185185185,0.8310185185185185,0.01830887794494629,0,False,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,True,True,False
5,car,001 knn,005 relieff selection,0.8171296296296297,0.8171296296296295,0.12305879592895508,0,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True
6,car,001 knn,012 relieff weighting,0.8078703703703703,0.8078703703703703,0.12305879592895508,0,0.9328621908127208,0.8913427561837456,0.9964664310954063,0.9355123674911661,0.991166077738516,0.8613074204946997,0.8869257950530035,0.9779151943462897,0.7712014134275619,0.7323321554770318,0.8710247349823321,0.9558303886925795,0.9231448763250883,0.6908127208480566,0.6757950530035336,0.5512367491166078,0.5450530035335689,0.6404593639575972,0.9434628975265018,1.0,0.8851590106007067
7,car,001 knn,006 forward selection,0.7037037037037037,0.7037037037037037,5.579945802688599,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,car,001 knn,007 backward selection,0.8078703703703703,0.8078703703703703,5.836251974105835,0,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,car,001 knn,008 stepwise selection,0.8287037037037037,0.8287037037037037,11.7786545753479,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True
10,car,001 knn,009 bayesian selection,0.8587962962962963,0.8587962962962963,41.22571325302124,88,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True
11,car,001 knn,013 bayesian weighting,0.8888888888888888,0.8888888888888888,108.579918384552,171,0.1336154003480318,0.7089405301128439,0.47683917711834223,0.9521748798375317,0.09848446598818025,0.6120658896448532,0.7889280125564785,0.09726323620305458,0.5022417587898347,0.6332814320261692,0.4481820583833841,0.9121277109230764,0.8315988779079104,0.2623413407494343,0.0664094621579488,0.02290705605941619,0.11683211964709869,0.9995034048272626,0.568140485839401,0.5548630578938794,0.29139358985896086
