,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.7976190476190477,0.7976190476190477,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8095238095238095,0.8095238095238095,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.8214285714285714,0.8214285714285714,0.1540665626525879,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8214285714285714,0.8214285714285714,0.1540665626525879,0,0.21483022112288774,0.18808752064183237,0.01471408204358828,0.0022139594996867288,0.11582311265501968,0.2555916404299981,0.2087394636069871
4,ecoli,001 knn,004 l1,0.8214285714285714,0.8214285714285714,0.0134124755859375,0,True,True,False,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.75,0.75,0.047765254974365234,0,False,True,True,True,True,False,True
6,ecoli,001 knn,012 relieff weighting,0.75,0.75,0.047765254974365234,0,0.0,0.021413276231263434,1.0,0.9849906191369606,0.047109207708779466,0.008565310492505307,0.047109207708779466
7,ecoli,001 knn,006 forward selection,0.6785714285714286,0.6785714285714286,3.364793062210083,0,True,True,False,False,False,True,False
8,ecoli,001 knn,007 backward selection,0.7619047619047619,0.7619047619047619,1.55014967918396,0,True,True,False,True,True,True,True
9,ecoli,001 knn,008 stepwise selection,0.7380952380952381,0.7380952380952381,2.5420830249786377,0,True,True,True,False,True,True,False
10,ecoli,001 knn,009 bayesian selection,0.7619047619047619,0.7619047619047619,30.070996284484863,6,True,True,False,True,True,True,True
11,ecoli,001 knn,013 bayesian weighting,0.7619047619047619,0.7619047619047619,75.96206998825073,11,0.49169675169440835,0.9658036311489466,0.3829188328544786,0.2538099764943052,0.9143629309544605,0.40867714015127254,0.9950967188516955
