,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,6767.337358490566,0.7072455292590138,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,1955.5881267079308,0.9154014146637086,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,6767.337358490566,0.7072455292590138,0.015943050384521484,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,6754.399056603774,0.7078052391597479,0.015943050384521484,0,0.30788553415211783,0.8076413605636538,0.8528803512411658,0.6708551672068056,0.6022018312309,0.6308644687480439
4,machine,001 knn,003 feature importance selection,9366.592641509436,0.5948019544243424,0.15384960174560547,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,5440.595849056606,0.7646402604256406,0.15384960174560547,0,0.027761631080593395,0.1986777372451547,0.4952835952974307,0.1650162234322842,0.06283098903373042,0.050429823910806616
6,machine,001 knn,004 l1,5440.595849056606,0.7646402604256406,0.005096912384033203,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,8353.123018867922,0.6386445689226775,0.028222084045410156,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,6779.211320754717,0.7067318626048934,0.028222084045410156,0,1.0,0.23809523809523808,0.07563025210084033,0.28291316526610644,0.09243697478991597,0.9047619047619048
9,machine,001 knn,006 forward selection,5174.595283018865,0.776147423553762,2.0936989784240723,0,False,False,True,True,False,False
10,machine,001 knn,007 backward selection,5080.791320754714,0.7802053754292652,2.093449115753174,0,True,False,True,True,False,False
11,machine,001 knn,008 stepwise selection,5174.595283018865,0.776147423553762,2.7639784812927246,0,False,False,True,True,False,False
12,machine,001 knn,009 bayesian selection,4611.904716981133,0.8004893722589859,29.4631826877594,136,False,False,True,False,True,False
13,machine,001 knn,013 bayesian weighting,4568.208490566038,0.8023796675050888,74.24603343009949,430,0.18473078480340446,4.431195335677374e-06,0.9254934522843624,0.8031280123262906,0.6696308842199056,0.08713537596771034
