,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,25.219903874015742,0.7316306151398183,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,10.475772096148331,0.8885254865592345,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,25.705371842519675,0.7264646660256762,0.00649714469909668,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,17.10039130708661,0.8180317609901939,0.00649714469909668,0,0.40630002072563054,0.3644677449945665,0.44302566058471404,0.24309723059772895,0.42413048182973806,0.6689653322670506,0.3675247121301296,0.2473431833383759,0.36790678847642067,0.4362555503893571,0.49305555743542356,0.3107205158890882,0.7321637070650122
4,boston,001 knn,003 feature importance selection,16.343388598425197,0.826087158515728,0.26389431953430176,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,13.17823105511811,0.859768150605395,0.26389431953430176,0,0.042349038672383335,0.001075659330114037,0.005331835763772674,0.000658864329893729,0.0324252435997095,0.3668418332698679,0.02018431800629072,0.0800026392166779,0.0038297689276046726,0.014749500988763766,0.01780990845659277,0.01577223736490382,0.3989691520734251
6,boston,001 knn,004 l1,13.255687181102362,0.8589439264930476,0.01739501953125,0,False,False,False,True,False,True,False,False,False,False,True,False,True
7,boston,001 knn,005 relieff selection,13.327312503937007,0.8581817489714533,0.035437583923339844,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,13.278648062992126,0.8586995957541446,0.035437583923339844,0,1.0,0.3777452415812591,0.8843338213762811,0.0,0.30523255813953487,0.998546511627907,0.9476744186046512,0.9244186046511628,0.6910688140556369,0.8843338213762811,0.8345534407027818,0.8197674418604651,0.997093023255814
9,boston,001 knn,006 forward selection,13.263103748031494,0.8588650055140269,6.061046600341797,0,True,False,False,False,False,True,False,False,False,False,False,False,True
10,boston,001 knn,007 backward selection,13.275902362204725,0.8587288132339179,8.165103673934937,0,True,False,False,False,False,True,False,False,True,True,True,True,True
11,boston,001 knn,008 stepwise selection,13.263103748031494,0.8588650055140269,5.990936994552612,0,True,False,False,False,False,True,False,False,False,False,False,False,True
12,boston,001 knn,009 bayesian selection,13.197972157480315,0.8595580821006191,33.26262831687927,145,True,True,True,False,False,True,False,True,True,False,True,True,True
13,boston,001 knn,013 bayesian weighting,12.474752503937006,0.8672539882590952,85.55485963821411,488,0.8102810701906016,0.1984162916866495,0.6436839113766747,0.7900681197137422,0.5224550664277144,0.6763686983510722,0.33953083077904117,0.31035700602115585,0.7652871436664327,0.35731692092713346,0.052007785753786,0.20077261323877718,0.9107244325022785
