,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.1372983455657959,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.1372983455657959,0,0.11745205655446042,0.026843493347302936,0.4082863484591774,0.4474181016390592
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.012067079544067383,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.031575679779052734,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.031575679779052734,0,0.2578125,0.3125,0.0,0.4765625
7,iris,001 knn,006 forward selection,0.9736842105263158,0.9736842105263158,0.9465441703796387,0,False,False,False,True
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,1.1287572383880615,0,False,True,False,True
9,iris,001 knn,008 stepwise selection,0.9736842105263158,0.9736842105263158,0.8226206302642822,0,False,False,False,True
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,27.3428213596344,0,False,False,False,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,71.21417474746704,0,0.5447147952006937,0.10101459102680244,0.3809489861453549,0.7928081586674092
