,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.75,0.75,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9318181818181818,0.9318181818181818,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.6363636363636364,0.6363636363636364,0.16980719566345215,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.8181818181818182,0.8181818181818182,0.16980719566345215,0,0.038085996857389455,0.0,0.11042528132559366,0.030148552202533433,0.11045001356538459,0.030335114086752317,0.12434079632251648,0.04423398354217991,0.010892624379516807,0.011224861636831705,0.007577386996445085,0.01338885764842299,0.010724836664809785,0.024170862047938786,0.007555297060948238,0.023605695705227935,0.006169602881103634,0.031639843817247056,0.006072327555988142,0.01168554713845802,0.012176670067737181,0.020292210188510462,0.011298856412959168,0.025758924048753785,0.011151866680918505,0.013491609552343313,0.1324241487973132,0.018194843441917137,0.015672990053847636,0.009532730124901162,0.02106269056453538,0.011087150378051011,0.02572368174514899,0.019404146507775038
4,ionosphere,001 knn,004 l1,0.8181818181818182,0.8181818181818182,0.011915445327758789,0,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.7954545454545454,0.7954545454545455,0.04618978500366211,0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,True,True
6,ionosphere,001 knn,012 relieff weighting,0.8295454545454546,0.8295454545454547,0.04618978500366211,0,1.0,0.9937791601866252,0.12357723577235769,0.0,0.10731707317073169,0.029268292682926855,0.16910569105691053,0.06829268292682922,0.09756097560975607,0.04878048780487809,0.06178861788617884,0.04552845528455285,0.09430894308943094,0.07154471544715446,0.0910569105691057,0.052032520325203224,0.08130081300813008,0.02276422764227637,0.042276422764227606,0.02276422764227637,0.08455284552845532,0.013008130081300862,0.019512195121951237,0.052032520325203224,0.02276422764227637,0.02276422764227637,0.09756097560975607,0.05528455284552847,0.02276422764227637,0.003252032520325243,0.10081300813008132,0.12357723577235769,0.08455284552845532,0.07154471544715446
7,ionosphere,001 knn,006 forward selection,0.7727272727272727,0.7727272727272727,8.164843082427979,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.8295454545454546,0.8295454545454547,15.799148082733154,0,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.8295454545454546,0.8295454545454547,12.290392637252808,0,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True
10,ionosphere,001 knn,009 bayesian selection,0.8863636363636364,0.8863636363636365,45.089258909225464,10,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True
11,ionosphere,001 knn,013 bayesian weighting,0.9090909090909091,0.9090909090909091,117.85769248008728,14,0.2941052061004019,0.2141906973638099,0.2779710151183119,0.706019162258274,0.9266187123444166,0.7056415106286331,0.11643544281720537,0.34053940917133063,0.6492561982255332,0.1960553428821794,0.8131290474714881,0.6501786097016016,0.9974920610830782,0.04625260100305373,0.8184074483814456,0.2584695429018805,0.2653044834958599,0.684108983515463,0.014532752440992558,0.290027929082187,0.9837725902257878,0.7043303216529522,0.2603325093125517,0.6906860545306536,0.1122173029850369,0.009439620175484512,0.026463908592571528,0.41468532054735363,0.6622362869247849,0.17359587560917925,0.5878704677382363,0.2503904577063275,0.16956273932283328,0.25448585194231627
