,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,19.81181618897638,0.7079637788091513,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,10.868036614376251,0.8397996269321227,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,20.99171615748031,0.690571454708304,0.024369478225708008,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,15.552174488188971,0.7707530584016542,0.024369478225708008,0,0.3807873910921626,0.3790075324529004,0.45760913197529474,0.21226721778533306,0.4125615257271879,0.7186880930255876,0.3524206126595701,0.2177045465072528,0.3725487485354057,0.4433357757157759,0.527767055489954,0.3256194311334595,0.7432416426339123
4,boston,001 knn,003 feature importance selection,15.496856314960626,0.7715684763380358,0.26760268211364746,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,18.276175118110235,0.730599907226835,0.26760268211364746,0,0.04292969086917634,0.000981911268433566,0.004926674164619758,0.0006488306210509477,0.01694730143219981,0.45659220394944533,0.011376722419417841,0.0759342469716585,0.002468638904602002,0.010967932601498455,0.014109229693644027,0.009168007405505189,0.3529486096987483
6,boston,001 knn,004 l1,18.42755867716535,0.7283684367692465,0.0064661502838134766,0,False,False,False,True,False,True,False,False,False,False,True,False,True
7,boston,001 knn,005 relieff selection,18.272522582677162,0.7306537474520555,0.06092405319213867,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,18.304745196850387,0.7301787697725597,0.06092405319213867,0,1.0,0.4540059347181009,0.9050445103857567,0.0,0.30802919708029197,0.9985401459854014,0.964963503649635,0.9182481751824818,0.7448071216617211,0.9020771513353116,0.8738872403560831,0.781021897810219,1.0
9,boston,001 knn,006 forward selection,18.30353637795275,0.7301965883763465,9.00885796546936,0,True,False,False,False,False,True,False,False,False,False,True,True,True
10,boston,001 knn,007 backward selection,18.48131628346456,0.7275760223810783,7.301082134246826,0,False,False,True,False,True,True,False,True,True,False,True,True,True
11,boston,001 knn,008 stepwise selection,18.30353637795275,0.7301965883763465,8.965200901031494,0,True,False,False,False,False,True,False,False,False,False,True,True,True
12,boston,001 knn,009 bayesian selection,18.29484963779527,0.7303246353330646,33.07868695259094,48,True,True,True,True,False,True,False,False,False,False,False,True,True
13,boston,001 knn,013 bayesian weighting,14.501140031496067,0.7862458394847313,85.34164142608643,421,0.8640829824731777,0.2358499655541631,0.4309249645241096,0.3209099591898942,0.6343365849550543,0.059671755920870644,0.43690254429720127,0.2981573867366946,0.5733136719562555,0.6024815342210331,0.720863784384599,0.9198985951683081,0.1446503641137638
