,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9555555555555556,0.9555555555555556,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,0.9555555555555556,0.9555555555555556,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.8888888888888888,0.8888888888888888,0.14371228218078613,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,0.9777777777777777,0.9777777777777777,0.14371228218078613,0,0.11828273622194777,0.02956644913995887,0.01578531414028441,0.020653429979104545,0.03619573035376959,0.03574320673755,0.1811982261073574,0.009517328584102718,0.023394112046124724,0.15512168242511865,0.1093304504948037,0.06686408566482131,0.1983472481050563
4,wine,001 knn,004 l1,0.9777777777777777,0.9777777777777777,0.004027605056762695,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.9333333333333333,0.9333333333333333,0.03593134880065918,0,True,False,False,True,True,True,True,True,True,False,True,True,False
6,wine,001 knn,012 relieff weighting,0.8888888888888888,0.8888888888888888,0.03593134880065918,0,0.03189066059225509,0.009111617312072884,0.004555808656036442,0.07744874715261962,0.08656036446469251,0.02733485193621865,0.036446469248291535,0.09111617312072895,0.02733485193621865,0.0,0.013667425968109326,0.009111617312072884,0.004555808656036442
7,wine,001 knn,006 forward selection,0.8444444444444444,0.8444444444444444,6.131059646606445,0,True,False,False,False,False,False,True,False,False,False,True,False,False
8,wine,001 knn,007 backward selection,0.8888888888888888,0.8888888888888888,2.9364044666290283,0,True,True,False,True,True,True,True,True,True,True,True,True,True
9,wine,001 knn,008 stepwise selection,0.8444444444444444,0.8444444444444444,4.6063127517700195,0,True,False,False,True,False,True,True,False,True,True,False,False,False
10,wine,001 knn,009 bayesian selection,0.9333333333333333,0.9333333333333333,33.199111461639404,40,True,True,False,True,True,False,True,False,True,False,True,False,True
11,wine,001 knn,013 bayesian weighting,1.0,1.0,84.41317677497864,490,0.19312435814796375,0.7469783903421597,0.22288245339964285,0.9469348714256105,0.36022453264056187,0.14630450791140456,0.2597529448294567,0.1884014441549698,0.07484324873966197,0.089108834387486,0.2597934795636786,0.550424132562032,0.39639721703122305
