,dataset,base,method,PM1,PM2,Time,TriesToOpt,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
0,breast_cancer,001 knn,000 all,0.958041958041958,0.958041958041958,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,breast_cancer,000 rf,000 all,0.9440559440559441,0.9440559440559441,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,breast_cancer,001 knn,003 feature importance selection,0.951048951048951,0.951048951048951,0.1575932502746582,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,breast_cancer,001 knn,011 feature importance weighting,0.9370629370629371,0.9370629370629371,0.1575932502746582,0,0.04524582400376668,0.012437724319864575,0.026493374677343497,0.0299471768698181,0.004855975136101396,0.014029561235918541,0.04499148153579064,0.12435442671451949,0.003654635410140616,0.002921146310249829,0.018461864987212157,0.003284675145960904,0.012113906348185105,0.02168188498532287,0.003340899707662633,0.005450648984964046,0.010374014404668702,0.0029706892246312913,0.004594002079975793,0.003224779149187096,0.15934264666731637,0.012755522990925396,0.1750430699243554,0.0902862016672255,0.01089310032695644,0.013915841047445901,0.03755113925740685,0.09257287048048103,0.008720307538619158,0.004490608867983917
4,breast_cancer,001 knn,004 l1,0.9440559440559441,0.9440559440559441,0.009812116622924805,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
5,breast_cancer,001 knn,005 relieff selection,0.9370629370629371,0.9370629370629371,0.05610251426696777,0,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
6,breast_cancer,001 knn,012 relieff weighting,0.9230769230769231,0.9230769230769231,0.05610251426696777,0,0.005734767025089571,0.0,0.008602150537634357,0.0,0.011469534050179253,0.0028673835125447855,0.02007168458781361,0.01577060931899643,0.0028673835125447855,0.0,0.0,0.0,0.0014336917562723928,0.0,0.0,0.0,0.017204301075268824,0.02007168458781361,0.0028673835125447855,0.0028673835125447855,0.0028673835125447855,0.0,0.0014336917562723928,0.005734767025089571,0.014336917562724039,0.0,0.01577060931899643,0.021505376344086002,0.0014336917562723928,0.0
7,breast_cancer,001 knn,006 forward selection,0.9440559440559441,0.9440559440559441,10.999995946884155,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8,breast_cancer,001 knn,007 backward selection,0.9300699300699301,0.9300699300699301,7.239749193191528,0,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,breast_cancer,001 knn,008 stepwise selection,0.9090909090909091,0.9090909090909091,7.357362747192383,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,False
10,breast_cancer,001 knn,009 bayesian selection,0.9370629370629371,0.9370629370629371,41.773210525512695,21,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False
11,breast_cancer,001 knn,013 bayesian weighting,0.9440559440559441,0.9440559440559441,111.98239922523499,35,0.4630851104074639,0.12009949860288904,0.4559181709309713,0.5363671147796487,0.531975105236493,0.0692635336661794,0.6735738263847884,0.5516048710146483,0.5841335727633424,0.6827929258047141,0.8783890657853013,0.173841153781859,0.5284929561809913,0.6552648840408124,0.5281299572840563,0.5173492070464866,0.2780866510969825,0.15310535649425994,0.5385362177198423,0.24382702135021855,0.6318903070432408,0.45249771090452634,0.6919963218124312,0.06286379299374617,0.07005178204077209,0.797099185584915,0.20417064973415971,0.001043746170429397,0.4095717891041718,0.7162250220439952
