,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8571428571428571,0.8571428571428571,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8571428571428571,0.8571428571428571,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.8333333333333334,0.8333333333333334,0.1525568962097168,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8690476190476191,0.8690476190476191,0.1525568962097168,0,0.22971783492697193,0.1508429900434643,0.02522185625536863,0.0026774924097428105,0.1426973989190464,0.24972020409339224,0.19912222335201368
4,ecoli,001 knn,004 l1,0.8690476190476191,0.8690476190476191,0.013360738754272461,0,True,True,True,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.7142857142857143,0.7142857142857143,0.04398846626281738,0,False,False,True,True,True,True,True
6,ecoli,001 knn,012 relieff weighting,0.7619047619047619,0.7619047619047619,0.04398846626281738,0,0.0,0.04502814258911825,1.0,1.0,0.06754221388367732,0.05628517823639778,0.07129455909943716
7,ecoli,001 knn,006 forward selection,0.75,0.75,4.203735113143921,0,False,True,False,False,True,True,False
8,ecoli,001 knn,007 backward selection,0.75,0.75,2.149240493774414,0,False,True,True,True,True,True,False
9,ecoli,001 knn,008 stepwise selection,0.75,0.75,1.6621718406677246,0,False,True,True,False,True,True,False
10,ecoli,001 knn,009 bayesian selection,0.7619047619047619,0.7619047619047619,29.79764986038208,10,True,True,False,True,False,True,True
11,ecoli,001 knn,013 bayesian weighting,0.8095238095238095,0.8095238095238095,75.91587519645691,75,0.5308191384239647,0.07991994883961953,0.5301474222852999,0.4736112069024653,0.09155288214101193,0.850469871035828,0.43734256253644416
