,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,10591.56,0.6399009727107423,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,4746.304290659849,0.8386319335125852,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,10591.56,0.6399009727107423,0.014247894287109375,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,7422.881320754716,0.7476318556201944,0.014247894287109375,0,0.3005265401138281,0.7160648150001929,0.866417086320396,0.6890707443926836,0.5392595620603091,0.6395650886089218
4,machine,001 knn,003 feature importance selection,10980.164150943394,0.6266889457047786,0.15314459800720215,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,8356.41,0.7158931155910719,0.15314459800720215,0,0.03162930446035453,0.05318725133975242,0.5610942232376508,0.15895691569748938,0.0769924942432061,0.11813981102154689
6,machine,001 knn,004 l1,8356.41,0.7158931155910719,0.005693197250366211,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,13149.315660377359,0.5529406641872122,0.02706003189086914,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,14942.095283018867,0.4919885288778517,0.02706003189086914,0,1.0,0.14511873350923482,0.03430079155672823,0.49868073878627966,0.0,0.9261213720316622
9,machine,001 knn,006 forward selection,14609.563396226416,0.5032941730866957,4.167478084564209,0,True,False,True,True,True,False
10,machine,001 knn,007 backward selection,14203.125094339624,0.5171125376300236,1.296036958694458,0,True,True,True,True,True,False
11,machine,001 knn,008 stepwise selection,14203.125094339624,0.5171125376300236,2.0602376461029053,0,True,True,True,True,True,False
12,machine,001 knn,009 bayesian selection,8459.52283018868,0.7123874157836794,29.422468662261963,35,True,True,True,False,False,False
13,machine,001 knn,013 bayesian weighting,7431.466415094339,0.7473399737707893,74.25695300102234,231,0.4375012880325253,0.731917941131905,0.40727602175259836,0.064007125732469,0.998655456305668,0.06499318960122524
